Event_type,lat,lon,magnitude,year,month,day,hour,dayofweek,cluster
Wildfire,7.4047704422892755,24.189575001044624,844.0,2025,1,10,19,4,10
Wildfire,-20.69990393467754,147.3683595858013,844.0,2025,1,10,19,4,7
Wildfire,7.734524458992688,25.2913840782008,844.0,2025,1,10,19,4,10
Wildfire,25.94815,-81.085317,800.0,2025,1,10,8,4,1
Wildfire,-30.072085940749545,125.78742919713191,844.0,2025,1,9,19,3,-1
Wildfire,-23.30549663822745,145.76167885915638,844.0,2025,1,9,19,3,7
Wildfire,8.809754411235778,23.11224176150521,844.0,2025,1,9,19,3,10
Wildfire,-19.84364421931252,139.96617152175995,844.0,2025,1,9,19,3,7
Wildfire,-19.85475106635724,140.0673165900393,844.0,2025,1,9,19,3,7
Wildfire,6.075907061947565,28.49067881867336,844.0,2025,1,9,19,3,10
Wildfire,34.1855556,-118.6688889,1052.0,2025,1,9,17,3,1
Wildfire,27.704922,-81.24836,924.0,2025,1,9,8,3,1
Wildfire,25.94815,-81.085317,3000.0,2025,1,9,7,3,1
Wildfire,15.702602425320045,-11.94974634230096,844.0,2025,1,8,19,2,-1
Wildfire,3.8292096493421375,29.45730938266801,844.0,2025,1,8,19,2,10
Wildfire,7.913806124390041,24.15419945617112,844.0,2025,1,8,19,2,10
Wildfire,7.332794170794209,33.83242924666901,844.0,2025,1,8,19,2,10
Wildfire,6.652088595947101,25.336951189878747,844.0,2025,1,8,19,2,10
Wildfire,6.75566072257997,25.442888423391533,844.0,2025,1,8,19,2,10
Wildfire,9.9588595360055,4.342710486779855,844.0,2025,1,8,19,2,25
Wildfire,7.767161010147166,19.775751159734504,844.0,2025,1,8,19,2,10
Wildfire,7.72251172360353,24.425489866895543,844.0,2025,1,8,19,2,10
Wildfire,31.450278,-92.973889,1630.0,2025,1,8,9,2,1
Wildfire,31.216583,-92.5583,737.0,2025,1,8,9,2,1
Wildfire,27.739102,-81.314449,575.0,2025,1,8,8,2,1
Wildfire,25.94815,-81.085317,2800.0,2025,1,8,7,2,1
Wildfire,34.3261111,-118.4622222,671.0,2025,1,8,1,2,1
Wildfire,34.19163,-118.10544,10600.0,2025,1,7,21,1,1
Wildfire,-35.95567608521341,-66.71514727835157,844.0,2025,1,7,19,1,-1
Wildfire,6.046657074348727,28.957613591734024,844.0,2025,1,7,19,1,10
Wildfire,7.52858009754865,24.15904609267727,844.0,2025,1,7,19,1,10
Wildfire,6.903869153322301,25.60411936346031,844.0,2025,1,7,19,1,10
Wildfire,6.5421536504062585,27.437838205581603,844.0,2025,1,7,19,1,10
Wildfire,6.295209944028489,28.855603032498763,844.0,2025,1,7,19,1,10
Wildfire,5.9993010878662725,28.96930400763504,844.0,2025,1,7,19,1,10
Wildfire,6.298346450801321,27.34151334088216,844.0,2025,1,7,19,1,10
Wildfire,7.684651482376449,23.958303953071848,844.0,2025,1,7,19,1,10
Wildfire,7.851640253908411,23.60841318310432,844.0,2025,1,7,19,1,10
Wildfire,7.5493546097607265,23.891138700244177,844.0,2025,1,7,19,1,10
Wildfire,8.030579323339342,23.183202059395853,844.0,2025,1,7,19,1,10
Wildfire,-28.71080477762367,-60.54322013405463,844.0,2025,1,7,19,1,-1
Wildfire,-18.480783674567423,131.98437690174902,844.0,2025,1,6,19,0,7
Wildfire,34.07474954660046,-118.52992278167513,844.0,2025,1,6,19,0,1
Wildfire,7.514049306173647,24.16444139550804,844.0,2025,1,6,19,0,10
Wildfire,7.725678776004848,25.21332028341864,844.0,2025,1,6,19,0,10
Wildfire,6.378599198369397,28.4728767783849,844.0,2025,1,6,19,0,10
Wildfire,6.147168518914891,28.24967569124323,844.0,2025,1,6,19,0,10
Wildfire,7.085800428065205,25.007763225542003,844.0,2025,1,6,19,0,10
Wildfire,6.246463308773805,25.889295293482096,844.0,2025,1,6,19,0,10
Wildfire,7.474815796445171,24.46233082295362,844.0,2025,1,6,19,0,10
Wildfire,6.186727312073932,26.754148669766906,844.0,2025,1,6,19,0,10
Wildfire,7.487238628677368,23.55662384457641,844.0,2025,1,6,19,0,10
Wildfire,7.946916634133042,24.17137656038433,844.0,2025,1,6,19,0,10
Wildfire,-17.873800587891576,133.13946134985105,844.0,2025,1,5,19,6,7
Wildfire,6.297082799880828,28.207039347601764,844.0,2025,1,5,19,6,10
Wildfire,5.630867566876455,28.545461311198515,844.0,2025,1,5,19,6,10
Wildfire,7.920818355859517,24.591782035299385,844.0,2025,1,5,19,6,10
Wildfire,6.475854407302515,24.34650207283469,844.0,2025,1,5,19,6,10
Wildfire,5.811804597708213,28.445732347747235,844.0,2025,1,5,19,6,10
Wildfire,8.069433371206948,24.18684005038328,844.0,2025,1,5,19,6,10
Wildfire,7.27309173801219,-0.4551888825221387,844.0,2025,1,5,19,6,26
Wildfire,5.42044010992553,28.5071166776754,844.0,2025,1,5,19,6,10
Wildfire,6.353502387198686,26.37064526922372,844.0,2025,1,5,19,6,10
Wildfire,5.188508864013533,28.5307387750879,844.0,2025,1,5,19,6,10
Wildfire,6.177868233600621,28.597558334224125,844.0,2025,1,5,19,6,10
Wildfire,6.580669705812777,27.078157404442244,844.0,2025,1,5,19,6,10
Wildfire,-19.320116584927437,128.0892515441246,844.0,2025,1,4,19,5,7
Wildfire,7.307432235925848,28.83886535544099,844.0,2025,1,4,19,5,10
Wildfire,9.94628663313389,6.274460362330006,844.0,2025,1,4,19,5,25
Wildfire,-18.43698266365114,132.55111940108387,844.0,2025,1,4,19,5,7
Wildfire,6.757619497248186,26.560440507239445,844.0,2025,1,4,19,5,10
Wildfire,7.918437301030897,24.57200421840502,844.0,2025,1,4,19,5,10
Wildfire,9.45370374704859,32.604941578819094,844.0,2025,1,4,19,5,10
Wildfire,7.471348448177638,25.390808624740867,844.0,2025,1,4,19,5,10
Wildfire,5.968224719019125,26.780344047784485,844.0,2025,1,4,19,5,10
Wildfire,8.34621625159277,32.6489740605288,844.0,2025,1,4,19,5,10
Wildfire,5.823383987547148,28.715603136286663,844.0,2025,1,3,19,4,10
Wildfire,7.376306623347025,-0.677084138142933,844.0,2025,1,3,19,4,26
Wildfire,5.4773990472185385,28.955048839890075,844.0,2025,1,3,19,4,10
Wildfire,-19.94182459663413,143.8686649039378,844.0,2025,1,3,19,4,7
Wildfire,4.694532163988489,30.82633640276625,844.0,2025,1,3,19,4,10
Wildfire,7.920999912004943,24.06505273140386,844.0,2025,1,3,19,4,10
Wildfire,11.31447983579301,1.5259532162596805,844.0,2025,1,3,19,4,24
Wildfire,4.991143274451286,32.20238942634547,844.0,2025,1,2,19,3,10
Wildfire,7.135346282679075,25.306617211078507,844.0,2025,1,2,19,3,10
Wildfire,-19.66849278545917,139.45651729891827,844.0,2025,1,2,19,3,7
Wildfire,-20.32237866627572,139.77204418429983,844.0,2025,1,2,19,3,7
Wildfire,7.945323806197853,24.38113238269224,844.0,2025,1,2,19,3,10
Wildfire,5.772648499422528,29.51944192237144,844.0,2025,1,2,19,3,10
Wildfire,6.304150886320627,27.22592214909259,844.0,2025,1,2,19,3,10
Wildfire,6.901886751822888,24.661319102789623,844.0,2025,1,2,19,3,10
Wildfire,7.147499841829622,26.2934894891418,844.0,2025,1,2,19,3,10
Wildfire,8.865031092041828,23.734281689835797,844.0,2025,1,2,19,3,10
Wildfire,13.552649251455412,102.79340642999856,844.0,2025,1,2,19,3,-1
Wildfire,-23.14187337691612,145.6479987140522,844.0,2025,1,1,19,2,7
Wildfire,5.6053010320311065,33.21019872367589,844.0,2025,1,1,19,2,10
Wildfire,7.159515007951265,25.638146080993973,844.0,2025,1,1,19,2,10
Wildfire,7.263545725315286,25.28295500664008,844.0,2025,1,1,19,2,10
Wildfire,7.426610876233671,24.68240435335129,844.0,2025,1,1,19,2,10
Wildfire,7.1314161961233085,25.31521200797027,844.0,2025,1,1,19,2,10
Wildfire,7.154042552980861,25.596329189778796,844.0,2025,1,1,19,2,10
Wildfire,7.321409363258191,25.38756107947169,844.0,2025,1,1,19,2,10
Wildfire,6.932637287457487,27.020264488215748,844.0,2025,1,1,19,2,10
Wildfire,8.236082854540957,24.070280344680395,844.0,2025,1,1,19,2,10
Wildfire,6.108187699792875,28.790837717505436,844.0,2025,1,1,19,2,10
Wildfire,5.653799586554413,33.336011825860055,844.0,2025,1,1,19,2,10
Wildfire,6.814826268339849,27.06965475270917,844.0,2025,1,1,19,2,10
Wildfire,8.065929197503586,23.316758534764386,844.0,2025,1,1,19,2,10
Wildfire,5.782587809832636,28.32353654074709,844.0,2025,1,1,19,2,10
Wildfire,5.366769725535472,28.635655693744823,844.0,2025,1,1,19,2,10
Wildfire,7.467258639172781,8.3091365221266,844.0,2025,1,1,19,2,-1
Wildfire,7.279329852468023,26.408365326896188,844.0,2025,1,1,19,2,10
Wildfire,7.8233705991794,23.9971550742324,844.0,2025,1,1,19,2,10
Wildfire,10.738353922767246,5.707004688934809,844.0,2025,1,1,19,2,25
Wildfire,7.108130554584191,26.20167704572428,844.0,2024,12,31,19,1,10
Wildfire,8.328229278608866,23.54838429397989,844.0,2024,12,31,19,1,10
Wildfire,5.9826071809141546,28.23291241255462,844.0,2024,12,31,19,1,10
Wildfire,7.266378284672815,25.25894235538426,844.0,2024,12,31,19,1,10
Wildfire,6.715445291087088,27.2755644169956,844.0,2024,12,31,19,1,10
Wildfire,5.161423251213588,28.63980075781764,844.0,2024,12,31,19,1,10
Wildfire,7.539876500960804,24.720602259724377,844.0,2024,12,31,19,1,10
Wildfire,8.804583536249867,23.345129131347512,844.0,2024,12,31,19,1,10
Wildfire,7.035208922425168,24.43246187930849,844.0,2024,12,31,19,1,10
Wildfire,9.636456734238909,32.82646701499584,844.0,2024,12,31,19,1,10
Wildfire,9.019905871814055,10.556407306837032,844.0,2024,12,31,19,1,-1
Volcano,-19.532,169.447,844.0,2024,12,31,0,1,-1
Wildfire,8.374277877520441,24.330016349942017,844.0,2024,12,30,19,0,10
Wildfire,6.7273560490286295,34.23122225076278,844.0,2024,12,30,19,0,10
Wildfire,6.465793080806328,27.026129872183947,844.0,2024,12,30,19,0,10
Wildfire,8.121046275394463,24.89152014275517,844.0,2024,12,30,19,0,10
Wildfire,7.899065703811093,25.787079105825043,844.0,2024,12,30,19,0,10
Wildfire,8.17001793731142,24.17598543282239,844.0,2024,12,30,19,0,10
Wildfire,6.010655029311915,28.39455601125998,844.0,2024,12,30,19,0,10
Wildfire,7.387414121325905,26.34065666366354,844.0,2024,12,30,19,0,10
Wildfire,-17.726733463210202,133.14704800621266,844.0,2024,12,29,19,6,7
Wildfire,5.76598484550449,28.243029948199272,844.0,2024,12,29,19,6,10
Wildfire,-17.06398922433114,132.21859673766923,844.0,2024,12,29,19,6,7
Wildfire,6.510223056647439,27.14630100043045,844.0,2024,12,29,19,6,10
Wildfire,6.292370024590595,27.090493266571126,844.0,2024,12,29,19,6,10
Wildfire,5.493649613768618,28.657574587618303,844.0,2024,12,29,19,6,10
Wildfire,10.445773245470278,5.829897146163884,844.0,2024,12,29,19,6,25
Wildfire,8.145142021584281,24.359244918800016,844.0,2024,12,29,19,6,10
Wildfire,6.734463068611611,27.56431958608968,844.0,2024,12,28,19,5,10
Wildfire,8.242940241935587,23.986243037059587,844.0,2024,12,28,19,5,10
Wildfire,7.474565902609471,25.16716092009261,844.0,2024,12,28,19,5,10
Wildfire,8.103531536277943,23.87905111206809,844.0,2024,12,28,19,5,10
Wildfire,-17.25107698706078,135.30977008759658,844.0,2024,12,28,19,5,7
Wildfire,13.21831060433692,-12.750769932772975,844.0,2024,12,28,19,5,18
Wildfire,8.803820061048462,22.20722639459965,844.0,2024,12,28,19,5,10
Wildfire,8.510301301586463,24.28912935494622,844.0,2024,12,28,19,5,10
Wildfire,10.904065572091588,19.436361210695747,844.0,2024,12,28,19,5,20
Wildfire,8.14617076379209,24.670174324444023,844.0,2024,12,28,19,5,10
Wildfire,7.748692625272149,23.86432821739193,844.0,2024,12,28,19,5,10
Wildfire,-20.30091561235889,132.31626558957635,844.0,2024,12,28,19,5,7
Wildfire,6.858677543263291,26.485782308663456,844.0,2024,12,28,19,5,10
Wildfire,-20.13989157541881,144.12163105672698,844.0,2024,12,28,19,5,7
Wildfire,-19.65243761067193,135.35111581184833,844.0,2024,12,28,19,5,7
Wildfire,5.548516889793419,27.8191907345819,844.0,2024,12,28,19,5,10
Wildfire,13.119811868550205,-12.992992174680737,844.0,2024,12,27,19,4,18
Wildfire,7.560869577734518,25.72051318155556,844.0,2024,12,27,19,4,10
Wildfire,8.93168974718822,23.57150501859612,844.0,2024,12,27,19,4,10
Wildfire,8.629271989415493,23.50447086427961,844.0,2024,12,27,19,4,10
Wildfire,6.547949349626037,26.400942609511336,844.0,2024,12,27,19,4,10
Wildfire,6.689468337688547,27.558520882581565,844.0,2024,12,27,19,4,10
Wildfire,7.646743643824021,24.93377710957316,844.0,2024,12,27,19,4,10
Wildfire,7.599629854515654,24.622956593525625,844.0,2024,12,27,19,4,10
Wildfire,8.06330808171338,23.78254629289589,844.0,2024,12,27,19,4,10
Wildfire,8.237630868150829,23.97839535921044,844.0,2024,12,27,19,4,10
Wildfire,8.129756506247471,23.86357837457175,844.0,2024,12,27,19,4,10
Wildfire,6.109092952157781,28.156225273652712,844.0,2024,12,27,19,4,10
Wildfire,8.151080191066356,23.412842125647995,844.0,2024,12,27,19,4,10
Wildfire,10.04018296591252,-1.1347593284638946,844.0,2024,12,27,19,4,26
Wildfire,7.1086760671747165,24.662069294403462,844.0,2024,12,27,19,4,10
Wildfire,8.208512372088983,23.76733229180104,844.0,2024,12,27,19,4,10
Wildfire,8.696436566740989,23.440408208448083,844.0,2024,12,27,19,4,10
Wildfire,7.510097387588692,23.761056770447677,844.0,2024,12,27,19,4,10
Wildfire,8.97897606456161,23.72777515054142,844.0,2024,12,27,19,4,10
Wildfire,-19.96860890677908,139.5608362749088,844.0,2024,12,26,19,3,7
Wildfire,7.195006799160246,-0.3604746601194578,844.0,2024,12,26,19,3,26
Wildfire,6.569177788788793,28.722049883211167,844.0,2024,12,26,19,3,10
Wildfire,-33.34002923002207,22.257301000497232,844.0,2024,12,26,19,3,-1
Wildfire,-18.681559457608014,138.2385903514906,844.0,2024,12,26,19,3,7
Wildfire,8.438761940963216,23.786380694334504,844.0,2024,12,26,19,3,10
Wildfire,6.607790956857743,26.71447230443949,844.0,2024,12,26,19,3,10
Wildfire,5.902791592719028,27.89277950772864,844.0,2024,12,26,19,3,10
Wildfire,6.889039832041436,26.780350626723607,844.0,2024,12,26,19,3,10
Wildfire,5.84345069172117,28.95684115549879,844.0,2024,12,26,19,3,10
Wildfire,8.648603871350426,24.522016644912263,844.0,2024,12,26,19,3,10
Wildfire,6.308960834748664,26.671307514877125,844.0,2024,12,26,19,3,10
Wildfire,8.41146391521609,24.065838915888023,844.0,2024,12,25,19,2,10
Wildfire,7.907935485235593,24.930584770818943,844.0,2024,12,25,19,2,10
Wildfire,-20.06234842672937,139.47646895777228,844.0,2024,12,25,19,2,7
Wildfire,10.676440358772018,-1.7678305853207863,844.0,2024,12,25,19,2,26
Wildfire,7.160662169295666,23.455012721342857,844.0,2024,12,25,19,2,10
Wildfire,5.960643929205326,33.31830135195603,844.0,2024,12,24,19,1,10
Wildfire,-20.040331468586977,143.72523774771264,844.0,2024,12,24,19,1,7
Wildfire,-19.08812664966159,139.23801061055505,844.0,2024,12,24,19,1,7
Wildfire,7.998438598310289,25.165886459683723,844.0,2024,12,24,19,1,10
Wildfire,7.304052627950877,26.86769016783881,844.0,2024,12,24,19,1,10
Wildfire,6.03307996712853,28.758573686998712,844.0,2024,12,24,19,1,10
Wildfire,12.928030726983147,-13.22090340811671,844.0,2024,12,24,19,1,18
Wildfire,6.060168006483732,33.240269573637335,844.0,2024,12,23,19,0,10
Wildfire,-23.24685599582275,146.22937318531575,844.0,2024,12,23,19,0,7
Wildfire,-19.883834863665182,138.7319185515361,844.0,2024,12,23,19,0,7
Wildfire,-17.732976374049688,134.3682704125999,844.0,2024,12,23,19,0,7
Wildfire,-20.42613870887447,140.0207255986671,844.0,2024,12,23,19,0,7
Wildfire,-30.616429900612538,120.64403253748308,844.0,2024,12,23,19,0,-1
Wildfire,6.851591531000284,31.862204905244752,844.0,2024,12,23,19,0,10
Wildfire,-21.652017104608205,145.49242110166543,844.0,2024,12,23,19,0,7
Wildfire,-19.269656671018662,141.6229536369306,844.0,2024,12,23,19,0,7
Wildfire,6.016896577836094,27.916501493900785,844.0,2024,12,23,19,0,10
Wildfire,37.715412,-81.863359,535.62,2024,12,23,15,0,1
Volcano,19.421,-155.287,844.0,2024,12,23,0,0,-1
Wildfire,7.196690786437291,24.829211857916736,844.0,2024,12,22,19,6,10
Wildfire,7.036564030571083,24.743068123643862,844.0,2024,12,22,19,6,10
Wildfire,6.806729494966652,26.853612988715835,844.0,2024,12,22,19,6,10
Wildfire,9.166606847356444,32.230527128580206,844.0,2024,12,22,19,6,10
Wildfire,5.935681496147373,29.075709532062124,844.0,2024,12,22,19,6,10
Wildfire,11.748182304578076,5.197697717332322,844.0,2024,12,22,19,6,25
Wildfire,6.508332043399119,26.139944295213837,844.0,2024,12,22,19,6,10
Wildfire,7.968555698168621,26.36848252744161,844.0,2024,12,22,19,6,10
Wildfire,10.351029112492064,5.71129068431093,844.0,2024,12,22,19,6,25
Wildfire,-20.16860798854308,143.92306171875097,844.0,2024,12,21,19,5,7
Wildfire,7.805273453015888,31.4070857314608,844.0,2024,12,21,19,5,10
Wildfire,4.339395710293139,26.277834194151406,844.0,2024,12,21,19,5,10
Wildfire,6.372504507964626,26.639006605893616,844.0,2024,12,21,19,5,10
Wildfire,6.164890317160012,27.849364991729065,844.0,2024,12,21,19,5,10
Wildfire,9.433875777081592,32.45807396635831,844.0,2024,12,21,19,5,10
Wildfire,8.304323084719792,26.587178802255785,844.0,2024,12,21,19,5,10
Wildfire,6.778297162825552,28.603155493159004,844.0,2024,12,21,19,5,10
Wildfire,-20.32765977480051,143.58619126449713,844.0,2024,12,21,19,5,7
Wildfire,5.714056510177389,28.89770914583396,844.0,2024,12,21,19,5,10
Wildfire,8.760960940595426,21.789189818886037,844.0,2024,12,20,19,4,10
Wildfire,-24.223735734974618,147.21505896767596,844.0,2024,12,20,19,4,7
Wildfire,6.866296667724953,27.406221624295075,844.0,2024,12,20,19,4,10
Wildfire,8.119412186138792,25.077704718550947,844.0,2024,12,20,19,4,10
Wildfire,-37.25185564740433,142.51899469861064,844.0,2024,12,19,19,3,21
Wildfire,11.865362153224195,2.779362154938428,844.0,2024,12,19,19,3,24
Wildfire,9.652931252488653,32.06158742806257,844.0,2024,12,19,19,3,10
Wildfire,7.0148931381953386,26.10724174706148,844.0,2024,12,19,19,3,10
Wildfire,9.236211455627362,22.21869305480532,844.0,2024,12,19,19,3,10
Wildfire,11.282823470518275,1.677196703961792,844.0,2024,12,19,19,3,24
Wildfire,6.079751998244758,28.04899857105185,844.0,2024,12,19,19,3,10
Wildfire,-19.96298876078369,139.44553945208315,844.0,2024,12,19,19,3,7
Wildfire,9.459376982876414,-2.0138390674124684,844.0,2024,12,18,19,2,26
Wildfire,9.45624621320993,-1.8938193211369605,844.0,2024,12,18,19,2,26
Wildfire,9.13968705887703,31.547425301145744,844.0,2024,12,18,19,2,10
Wildfire,6.214360894263272,29.10409116432861,844.0,2024,12,18,19,2,10
Wildfire,35.354386,-103.190387,725.0,2024,12,18,12,2,1
Wildfire,6.575511077796096,26.60656139531848,844.0,2024,12,17,19,1,10
Wildfire,7.796701932269451,32.299037749287685,844.0,2024,12,17,19,1,10
Wildfire,9.771467259941888,32.846553837686145,844.0,2024,12,17,19,1,10
Wildfire,9.332724427581564,32.131352499286386,844.0,2024,12,17,19,1,10
Wildfire,31.0533,-92.908717,2374.0,2024,12,17,9,1,1
Wildfire,15.059077423218392,-0.6277583371475721,844.0,2024,12,16,19,0,24
Wildfire,-37.41261198267845,142.46711012070458,844.0,2024,12,16,19,0,21
Wildfire,8.157447038847955,26.320399396524785,844.0,2024,12,16,19,0,10
Wildfire,9.220984240534191,31.972620487727244,844.0,2024,12,16,19,0,10
Wildfire,6.091975439358199,29.12363987041677,844.0,2024,12,16,19,0,10
Wildfire,6.935052601565984,5.375677639487464,844.0,2024,12,16,19,0,-1
Wildfire,27.578295,-81.294022,623.0,2024,12,16,9,0,1
Wildfire,33.8451,-95.5874,500.0,2024,12,16,9,0,1
Wildfire,6.581660951987227,26.510492003022076,844.0,2024,12,15,19,6,10
Wildfire,7.305156299709234,-1.061756521358138,844.0,2024,12,15,19,6,26
Wildfire,11.644825301940443,-5.175711858487765,844.0,2024,12,15,19,6,-1
Wildfire,34.088933,-112.200767,1000.0,2024,12,15,15,6,1
Wildfire,27.669495,-81.332645,1035.0,2024,12,15,15,6,1
Wildfire,9.695642753307384,32.63570905018464,844.0,2024,12,14,19,5,10
Wildfire,8.793225281520789,-3.6594910900642255,844.0,2024,12,14,19,5,26
Wildfire,8.804297286483244,-3.718219611202932,844.0,2024,12,14,19,5,26
Wildfire,13.871897560840004,12.542507299986,844.0,2024,12,13,19,4,-1
Wildfire,8.940257014081748,-3.7793502188578807,844.0,2024,12,13,19,4,26
Wildfire,6.353746851121146,29.241926081242337,844.0,2024,12,13,19,4,10
Wildfire,-21.788925568901377,145.76573525724984,844.0,2024,12,13,19,4,7
Wildfire,-19.968007239287235,138.8801871658071,844.0,2024,12,13,19,4,7
Wildfire,-34.89628365692928,116.59388568972828,844.0,2024,12,13,19,4,-1
Wildfire,8.043161141472076,-1.1077097207067432,844.0,2024,12,13,19,4,26
Wildfire,27.682825,-81.328526,599.0,2024,12,13,8,4,1
Wildfire,7.125505061161163,26.628084592014236,844.0,2024,12,12,19,3,10
Wildfire,9.048220600285456,-3.674344876939678,844.0,2024,12,12,19,3,26
Wildfire,12.799972610328515,-10.507156381881808,844.0,2024,12,12,19,3,-1
Wildfire,10.656035245256726,-2.308010282395875,844.0,2024,12,12,19,3,26
Wildfire,7.362650920097517,-0.544773538143576,844.0,2024,12,12,19,3,26
Wildfire,7.357045393854975,-0.5412255317506104,844.0,2024,12,12,19,3,26
Wildfire,7.023694715976142,32.782795635312,844.0,2024,12,12,19,3,10
Wildfire,27.731616,-81.398735,580.0,2024,12,12,13,3,1
Wildfire,31.01,-92.923,886.0,2024,12,12,9,3,1
Volcano,-18.992,-174.775,844.0,2024,12,12,0,3,-1
Wildfire,8.295831819972008,26.33868818535248,844.0,2024,12,11,19,2,10
Wildfire,9.57671059604528,29.74832521540173,844.0,2024,12,11,19,2,10
Wildfire,6.507246084084775,23.989073919436567,844.0,2024,12,11,19,2,10
Wildfire,33.761389,-95.951944,2225.0,2024,12,11,10,2,1
Wildfire,12.328266420489443,20.38477446899014,844.0,2024,12,10,19,1,20
Wildfire,13.574523301996058,-4.086337655737058,844.0,2024,12,10,19,1,24
Wildfire,8.949694038845726,-3.776866382300303,844.0,2024,12,10,19,1,26
Wildfire,27.694373,-81.343675,549.0,2024,12,10,9,1,1
Wildfire,34.06343,-118.69642,4037.0,2024,12,10,1,1,1
Wildfire,-20.944109924452626,147.53236806064731,844.0,2024,12,9,19,0,7
Wildfire,6.4903658282521866,28.16562823440938,844.0,2024,12,9,19,0,10
Wildfire,9.850968371808955,-4.6365430552399705,844.0,2024,12,9,19,0,26
Wildfire,11.927440717052702,35.434534544517554,844.0,2024,12,9,19,0,17
Wildfire,7.118884281784125,26.512830754202994,844.0,2024,12,9,19,0,10
Wildfire,27.728718,-81.397791,553.0,2024,12,9,9,0,1
Wildfire,35.2148333,-81.2988333,730.0,2024,12,8,19,6,1
Wildfire,6.495073206951486,33.478838393856854,844.0,2024,12,8,19,6,10
Wildfire,7.352535032858098,-0.1924576363842261,844.0,2024,12,8,19,6,26
Wildfire,9.857387717262942,32.68172277961916,844.0,2024,12,8,19,6,10
Wildfire,46.09975,-105.874483,851.9,2024,12,8,17,6,1
Wildfire,27.691005,-81.348696,560.0,2024,12,8,9,6,1
Wildfire,-18.39119076022802,144.5772672249946,844.0,2024,12,7,19,5,7
Wildfire,-18.76122534467231,144.9281834960211,844.0,2024,12,7,19,5,7
Wildfire,-18.239656973522703,144.51913124753625,844.0,2024,12,7,19,5,7
Wildfire,6.542698962605854,29.101747618019537,844.0,2024,12,7,19,5,10
Wildfire,9.46682316912833,31.789937073590888,844.0,2024,12,7,19,5,10
Wildfire,27.696505,-81.358051,690.0,2024,12,7,8,5,1
Wildfire,11.26797181445212,32.50487186183727,844.0,2024,12,6,19,4,10
Wildfire,6.2984318920026565,24.33278937830537,844.0,2024,12,6,19,4,10
Wildfire,8.526077903575507,26.23213478383749,844.0,2024,12,6,19,4,10
Wildfire,7.584673453116638,26.99270761653973,844.0,2024,12,6,19,4,10
Wildfire,6.388406467172499,24.01784544368539,844.0,2024,12,6,19,4,10
Wildfire,7.861274268843025,26.5807612761476,844.0,2024,12,6,19,4,10
Wildfire,-15.013978477925678,48.25976904832712,844.0,2024,12,5,19,3,-1
Wildfire,-16.499266903005342,48.94742710694347,844.0,2024,12,5,19,3,-1
Wildfire,8.330831153955994,26.245192089062336,844.0,2024,12,5,19,3,10
Wildfire,-15.010448591306409,48.251642716167694,844.0,2024,12,5,19,3,-1
Wildfire,13.40207132179837,-1.7848067265268617,844.0,2024,12,5,19,3,24
Wildfire,-22.630757852696384,146.04704875539514,844.0,2024,12,4,19,2,7
Wildfire,9.814722542232175,31.12897121527095,844.0,2024,12,4,19,2,10
Wildfire,-23.333426844719767,147.29344354057656,844.0,2024,12,4,19,2,7
Wildfire,10.998631810272672,1.4689737237424556,844.0,2024,12,4,19,2,24
Wildfire,8.343867869265342,25.097956992119897,844.0,2024,12,4,19,2,10
Wildfire,7.454108966526715,-0.2641069620320304,844.0,2024,12,4,19,2,26
Wildfire,9.804490705625868,31.35528295399008,844.0,2024,12,3,19,1,10
Wildfire,8.91367827872586,25.97610749095814,844.0,2024,12,3,19,1,10
Wildfire,10.0434913616767,31.51940914220699,844.0,2024,12,2,19,0,10
Wildfire,37.295268,-83.396702,675.0,2024,12,2,12,0,1
Wildfire,9.058944514693914,25.857188772134748,844.0,2024,12,1,19,6,10
Wildfire,11.204894940655628,1.4243613126509973,844.0,2024,12,1,19,6,24
Wildfire,-23.24470629732928,147.38338373857528,844.0,2024,12,1,19,6,7
Wildfire,6.68794714581094,23.76126743814646,844.0,2024,12,1,19,6,10
Wildfire,13.801758684355518,-2.252660385121848,844.0,2024,11,30,19,5,24
Wildfire,11.087548262534847,1.3899577956551668,844.0,2024,11,30,19,5,24
Wildfire,7.863153113313824,27.033398796458364,844.0,2024,11,30,19,5,10
Wildfire,5.666469501674111,31.36970133669082,844.0,2024,11,29,19,4,10
Wildfire,-4.872225373763623,-41.30435530951966,844.0,2024,11,28,19,3,-1
Wildfire,11.104340231235808,1.413790381722872,844.0,2024,11,28,19,3,24
Wildfire,6.73280154990643,33.44075166231789,844.0,2024,11,27,19,2,10
Wildfire,11.25405729886014,1.561732760687401,844.0,2024,11,27,19,2,24
Wildfire,14.606564360734026,1.2532275733734233,844.0,2024,11,26,19,1,24
Wildfire,10.138395558959116,30.522765128706716,844.0,2024,11,26,19,1,10
Wildfire,1.2072489626413836,-55.95724575255249,844.0,2024,11,26,19,1,-1
Wildfire,9.471200505885474,31.49442308162692,844.0,2024,11,26,19,1,10
Wildfire,12.864921725474192,-0.0566272378627289,844.0,2024,11,25,19,0,24
Wildfire,-30.74314376665677,115.36471239741812,844.0,2024,11,24,19,6,33
Wildfire,14.570139383298864,1.1754940450117686,844.0,2024,11,24,19,6,24
Wildfire,-16.22908768278416,143.49380708924042,844.0,2024,11,24,19,6,7
Wildfire,-16.074671983871216,142.52593342304095,844.0,2024,11,24,19,6,7
Wildfire,9.702943692983492,25.84795265334268,844.0,2024,11,24,19,6,10
