,event,date,magnitude,lat,lon
12,"HARRISON Wildfire, Osage, Oklahoma",2026-04-09T13:08:00Z,4934.0,36.568752,-96.849207
13,"JOY Wildfire, Osage, Oklahoma",2026-04-09T11:29:00Z,5591.0,36.471122,-96.232358
15,"Rosindale Road Wildfire, Bladen, North Carolina",2026-04-09T10:20:00Z,762.0,34.435,-78.5313889
17,"HUGHEY Wildfire, Osage, Oklahoma",2026-04-09T09:15:00Z,1391.0,36.695248,-96.059996
21,"HC 1 Wildfire, San Miguel, New Mexico",2026-04-08T19:31:00Z,1415.0,35.68405,-104.67037
23,"SUNNY Wildfire, Osage, Oklahoma",2026-04-08T18:11:00Z,1259.0,36.779277,-96.225036
46,"MULL Wildfire, Osage, Oklahoma",2026-04-07T09:30:00Z,550.0,36.539489,-96.362972
52,"SUNNY SLOPES Wildfire, Osage, Oklahoma",2026-04-07T09:07:00Z,2304.0,36.463582,-96.616347
55,"Meadow View Wildfire, Potter, Texas",2026-04-06T20:45:00Z,1262.0,35.468784,-101.832244
63,"EASTER PASTURE Wildfire, Hendry, Florida",2026-04-05T22:32:00Z,562.0,26.4713889,-81.0269444
82,"Williams Creek Wildfire, Perry, Alabama",2026-04-04T23:23:00Z,1650.0,32.76539,-87.04236
113,"Hilux Wildfire, Collier, Florida",2026-04-03T15:54:00Z,511.0,26.228889,-81.279167
114,"SPRINGS Wildfire, Riverside, California",2026-04-03T14:19:00Z,4176.0,33.891678,-117.078415
116,"Sargent Wildfire, Polk, Florida",2026-04-02T17:18:00Z,2712.0,27.652481,-81.350623
120,"Julie Pond Wildfire, Dorchester, Maryland",2026-03-31T13:22:00Z,1500.0,38.396085,-75.97625
123,"Middle Toe Wildfire, Pittsburg, Oklahoma",2026-03-30T19:32:00Z,505.0,35.0475,-95.3977778
124,"Hall Thompson Lane Wildfire, Shelby, Alabama",2026-03-30T15:26:00Z,2500.0,33.4077778,-86.5408333
125,"Sweetwater Wildfire, Marengo, Alabama",2026-03-30T12:41:00Z,570.0,32.2358333,-87.915
132,"Lamar Bennett Trail Wildfire, Ware, Georgia",2026-03-29T21:00:00Z,1279.0,31.4411111,-82.5197222
133,"Cane Creek Wildfire, Wilkes, North Carolina",2026-03-29T18:16:00Z,600.0,36.31295,-81.1739
138,"Johnson Hills Wildfire, Phelps, Nebraska",2026-03-29T11:43:00Z,1200.0,40.496668,-99.615742
141,"BOMAN Wildfire, Osage, Oklahoma",2026-03-28T18:18:00Z,1810.0,36.5468,-96.077
142,"BISON LOOP Wildfire, Osage, Oklahoma",2026-03-28T17:14:00Z,2910.0,36.820957,-96.45943
144,"Old 66 Wildfire, Quay, New Mexico",2026-03-27T15:32:00Z,3668.0,35.146209,-103.285447
145,"Carroll Co State Assist Wildfire, Carroll, Mississippi",2026-03-27T15:29:00Z,1500.0,33.374444,-89.955556
148,"Carroll - CR 145 Wildfire, Carroll, Mississippi",2026-03-27T10:02:00Z,1500.0,33.3744444,-89.9555556
149,"Salt Wildfire, Stafford, Kansas",2026-03-27T09:18:00Z,500.0,38.20875,-98.47647
150,"Big Toe Wildfire, Pittsburg, Oklahoma",2026-03-27T03:53:00Z,1208.0,35.0533333,-95.3672222
151,"Shady Grove Wildfire, Craig, Oklahoma",2026-03-26T20:42:00Z,600.0,36.9369444,-95.0955556
152,"BOX Wildfire, Osage, Oklahoma",2026-03-26T18:00:00Z,2486.0,36.4778,-96.6398
153,"Cedar Canyon Wildfire, Blaine, Oklahoma",2026-03-26T16:33:00Z,620.0,36.005,-98.3569444
154,"RL 005 CB Wildfire, Clearwater, Minnesota",2026-03-26T10:39:00Z,658.0,47.885474,-95.257567
156,"Minor Wildfire, Grant, Nebraska",2026-03-26T09:27:00Z,13805.0,42.001111,-101.760772
157,"Ashby Wildfire, Grant, Nebraska",2026-03-26T09:26:00Z,37150.0,42.021944,-101.927778
162,"Zipperer Wildfire, Pittsburg, Oklahoma",2026-03-26T04:06:00Z,1216.0,34.7991667,-95.5319444
163,"Turkey Wildfire, Huerfano, Colorado",2026-03-25T20:36:00Z,638.0,37.846389,-104.638056
164,"Warthog Wildfire, Trinity, Texas",2026-03-25T18:53:00Z,815.0,31.131093,-95.158513
166,"College Drive Wildfire, Monroe, Alabama",2026-03-25T13:07:00Z,708.0,31.83,-86.9869444
174,"FENCO FARMS (38) Wildfire, Levy, Florida",2026-03-24T19:48:00Z,572.98,29.0691667,-82.5494444
179,"Iron Post Wildfire, Cherokee, Oklahoma",2026-03-24T15:45:00Z,1309.0,36.1373333,-95.1038333
180,"PENNEL CREEK Wildfire, Osage, Oklahoma",2026-03-24T14:26:00Z,698.0,36.627446,-96.125892
181,"Hutchinson Wildfire, Hutchinson, Texas",2026-03-24T13:54:00Z,2937.0,35.71033333,-101.4915333
182,"ADAMS FAMILY Wildfire, Osage, Oklahoma",2026-03-24T13:39:00Z,568.0,36.4916,-96.15697
189,"90 Degrees Wildfire, Latimer, Oklahoma",2026-03-24T02:44:00Z,600.0,35.0336111,-95.2988889
190,"Old Kentucky Wildfire, Sequoyah, Oklahoma",2026-03-23T20:23:00Z,712.0,35.6228333,-94.7365
191,"Luna Branch Wildfire, Adair, Oklahoma",2026-03-23T19:31:00Z,1250.0,36.1103333,-94.7343333
192,"Oxbow Wildfire, Okfuskee, Oklahoma",2026-03-23T17:32:00Z,2068.0,35.5188889,-96.4380556
193,"Polk Treat Mountain Wildfire, Floyd, Georgia",2026-03-23T17:17:00Z,500.0,34.2797222,-85.4469444
196,"MIDDLE CREEK Wildfire, Hughes, Oklahoma",2026-03-23T14:21:00Z,2026.0,35.207222,-95.987222
197,"SALTSMAN Wildfire, McIntosh, Oklahoma",2026-03-23T14:05:00Z,680.0,35.203333,-95.803611
199,"Barbed Wire Wildfire, Sequoyah, Oklahoma",2026-03-23T10:31:00Z,600.0,35.6081667,-94.7688333
205,"Sonny Glle Wildfire, Adair, Oklahoma",2026-03-23T08:34:00Z,560.0,35.6419444,-94.6327778
206,"Pumpkin Hollow Wildfire, Cherokee, Oklahoma",2026-03-23T08:23:00Z,1126.4,36.0330556,-94.8066667
209,"Cross Timber Wildfire, Pottawatomie, Oklahoma",2026-03-22T20:49:00Z,857.0,35.015,-96.9775
212,"Jumping Juniper Wildfire, Dewey, Oklahoma",2026-03-22T16:04:00Z,623.0,36.0866667,-99.2852778
213,"Tippah - CR 250 Wildfire, Tippah, Mississippi",2026-03-22T15:05:00Z,802.0,34.8483333,-88.7819444
214,"BAKER RD Wildfire, Calhoun, Florida",2026-03-22T13:50:00Z,500.0,30.5072222,-85.3222222
221,"Sunshine Hollow Wildfire, Pushmataha, Oklahoma",2026-03-22T00:08:00Z,1600.0,34.3602778,-95.5191667
222,"KANE Wildfire, Big Horn, Wyoming",2026-03-21T23:05:00Z,1915.0,44.860117,-108.222067
223,"Grey Road Wildfire, Butler, Kansas",2026-03-21T18:48:00Z,1557.0,37.6749,-96.5991
228,"Burgess East Wildfire, Clay, Alabama",2026-03-21T09:20:00Z,1020.0,33.364143,-85.917891
229,"Hall Valley Rd Wildfire, Floyd, Georgia",2026-03-21T09:05:00Z,509.0,34.2769444,-85.4477778
232,"SAND CREEK Wildfire, Osage, Oklahoma",2026-03-21T08:37:00Z,5000.0,36.426885,-96.280622
239,"Sandpiper Wildfire, Natrona, Wyoming",2026-03-20T17:35:00Z,6287.0,42.90757,-106.14654
243,"SAND CREEK Wildfire, Osage, Oklahoma",2026-03-20T16:23:00Z,5000.0,36.4266,-96.280967
263,"Mill Pond Wildfire, Liberty, Florida",2026-03-19T14:39:00Z,1752.0,30.310367,-84.812867
281,"DRUMMOND Wildfire, Osage, Oklahoma",2026-03-18T17:35:00Z,5000.0,36.3578,-96.3132
285,"24 Wildfire, Fremont, Colorado",2026-03-18T13:11:00Z,7385.0,38.527029,-104.963722
301,"RATTLESNAKE HOLLOW Wildfire, McIntosh, Oklahoma",2026-03-18T09:05:00Z,1026.8,35.285278,-95.921667
311,"139 Wildfire, Liberty, Florida",2026-03-17T12:54:00Z,6043.0,30.152413,-84.945431
319,"Little Fourche Wildfire, Latimer, Oklahoma",2026-03-17T01:50:00Z,850.0,34.9902778,-95.1716667
322,"MICAWBER Wildfire, Creek, Oklahoma",2026-03-16T09:20:00Z,673.0,35.664722,-96.503611
323,"Water Moccasin Wildfire, Love, Oklahoma",2026-03-15T22:05:00Z,750.0,34.0369444,-97.445
324,"Salt Fork Wildfire, Jackson, Oklahoma",2026-03-15T21:51:00Z,3656.0,34.7436111,-99.4272222
325,"Neon Beige Wildfire, Oldham, Texas",2026-03-15T20:40:00Z,1500.0,35.46241,-102.24943
326,"Moreau River Wildfire, Dewey, South Dakota",2026-03-15T11:52:00Z,991.1,45.1172222,-101.2283333
328,"Cottonwood Wildfire, Lincoln, Nebraska",2026-03-15T01:37:00Z,129103.0,40.871877,-100.432885
329,"BOY SCOUT Wildfire, Osage, Oklahoma",2026-03-14T16:10:00Z,586.0,36.72568,-96.16634
331,"FIVE Wildfire, Osage, Oklahoma",2026-03-14T10:05:00Z,1960.0,36.589167,-96.121944
343,"Woodlawn Wildfire, McCormick, South Carolina",2026-03-13T19:40:00Z,632.0,33.62975,-82.116889
347,"YEARLING PASTURE Wildfire, Osage, Oklahoma",2026-03-13T15:19:00Z,5039.0,36.525833,-96.575
350,"Bicycle Bridge Wildfire, Marshall, Kansas",2026-03-13T11:00:00Z,800.0,39.638844,-96.477814
353,"Morrill Wildfire, Garden, Nebraska",2026-03-13T10:30:00Z,572804.0,41.47436,-102.15696
364,"Anderson Bridge Wildfire, Cherry, Nebraska",2026-03-12T21:50:00Z,6000.0,42.802367,-100.9613
365,"Qury Wildfire, Custer, South Dakota",2026-03-12T17:17:00Z,8420.0,43.748119,-103.566727
366,"Road 203 Wildfire, Thomas, Nebraska",2026-03-12T17:08:00Z,35814.0,41.846617,-100.4097
367,"MOREAU RIVER Wildfire, Dewey, South Dakota",2026-03-12T16:44:00Z,991.1,45.1775,-101.2286111
372,"Yellow Wildfire, Moore, Texas",2026-03-10T22:40:00Z,8500.0,35.6423,-102.16138
377,"Cabin Creek Wildfire, Gray, Texas",2026-03-09T17:52:00Z,7000.0,35.422,-100.753
379,"Porcupine Creek Wildfire, Campbell, Wyoming",2026-03-09T15:37:00Z,2490.23,43.699,-105.647467
381,"Rock Ridge Wildfire, Chouteau, Montana",2026-03-08T19:26:00Z,700.0,47.54961,-110.27752
382,"Eldorado Wildfire, Teton, Montana",2026-03-08T15:17:00Z,500.0,47.909896,-112.26804
385,"440 Wildfire, Dixie, Florida",2026-03-07T19:54:00Z,750.0,29.6138889,-83.2216667
386,"OLD BOWLING GREEN Wildfire, Polk, Florida",2026-03-07T19:11:00Z,3297.0,27.6811111,-81.8244444
404,"FPL Solar Field (26) Wildfire, Hendry, Florida",2026-03-04T21:01:00Z,741.0,26.4147222,-81.0430556
405,"EAST TOWER Wildfire, Dare, North Carolina",2026-03-04T18:53:00Z,1410.0,35.646833,-75.826833
407,"Carroll - CR 150 Wildfire, Carroll, Mississippi",2026-03-04T15:47:00Z,526.0,33.4419444,-90.0327778
415,"Helen Wildfire, Mora, New Mexico",2026-03-03T19:14:00Z,1132.0,36.031828,-104.768501
416,"Hancock - Dickerson Rd Wildfire, Hancock, Mississippi",2026-03-03T17:35:00Z,1211.0,30.4752778,-89.6402778
418,"Rawlins Co TP Wildfire, Rawlins, Kansas",2026-03-03T12:20:00Z,1521.0,39.9608333,-100.9008333
420,"Savannah Wildfire, Liberty, Florida",2026-03-03T10:31:00Z,1930.0,30.115633,-85.027485
448,"Kellogg Wildfire, Schleicher, Texas",2026-02-28T15:05:00Z,798.0,30.8553797,-100.646594
449,"Bascom Road Wildfire, Pittsburg, Oklahoma",2026-02-28T13:32:00Z,800.0,35.0777778,-95.3933333
459,"Doke Number Two Wildfire, Atoka, Oklahoma",2026-02-28T00:14:00Z,2477.0,34.34916670000007,-95.9663889
461,"RADAR RD (53) Wildfire, Polk, Florida",2026-02-27T14:51:00Z,2000.0,27.700277800000038,-82.0230556
471,"SUNRISE Wildfire, Okfuskee, Oklahoma",2026-02-27T08:44:00Z,702.0,35.504167,-96.156944
482,"Rehder Creek Wildfire, Musselshell, Montana",2026-02-26T17:33:00Z,5060.0,46.30904,-108.43738
486,"HORSE HEAD Wildfire, Okfuskee, Oklahoma",2026-02-26T09:34:00Z,535.0,35.308056,-96.116667
497,"Turkey Creek Wildfire, Creek, Oklahoma",2026-02-25T20:11:00Z,733.0,35.79583330000003,-96.2105556
498,"Kataja Wildfire, Perry, Mississippi",2026-02-25T19:37:00Z,600.0,31.124167,-89.0786
499,"CRAWFORD Wildfire, Osage, Oklahoma",2026-02-25T16:28:00Z,700.0,36.39913,-96.34903
500,"Hancock - Texas Flat Rd/607 Wildfire, Hancock, Mississippi",2026-02-25T16:02:00Z,540.0,30.446944400000064,-89.6483333
504,"Box Springs Road Wildfire, Pushmataha, Oklahoma",2026-02-25T09:45:00Z,905.0,34.6688889,-95.22
521,"Upton Road Wildfire, Texas, Missouri",2026-02-24T18:04:00Z,550.0,37.374833,-92.1983
522,"Nebo Mountain Wildfire, Gillespie, Texas",2026-02-24T18:03:00Z,1160.0,30.440144,-98.746777
523,"Willard Wildfire, Dallam, Texas",2026-02-24T17:34:00Z,540.0,36.29863,-102.24182
524,"ALABAMA CREEK Wildfire, Okfuskee, Oklahoma",2026-02-24T16:07:00Z,739.0,35.37527800000004,-96.207222
525,"Cypress Creek Wildfire, Angelina, Texas",2026-02-24T14:16:00Z,1330.0,31.0586,-94.3567
534,"Savage Highway Wildfire, Pittsburg, Oklahoma",2026-02-23T22:10:00Z,1405.0,34.75194440000007,-95.58
535,"Boggy Wilderness Wildfire, Houston, Texas",2026-02-23T17:35:00Z,515.0,31.510818,-95.111848
547,"National Wildfire, Collier, Florida",2026-02-23T07:14:00Z,10252.0,26.11905,-81.336917
548,"Hwy. 301 Wildfire, Charlton, Georgia",2026-02-22T20:32:00Z,697.0,30.880555600000037,-82.0136111
551,"Range 6 Wildfire, Perry, Mississippi",2026-02-22T15:35:00Z,2160.0,31.090807,-89.061656
558,"ROCKY (49) Wildfire, Osceola, Florida",2026-02-21T23:40:00Z,750.0,28.090833300000043,-81.1619444
559,"Greene - Hwy 57 Wildfire, Greene, Mississippi",2026-02-21T21:22:00Z,555.0,31.297777800000063,-88.4905556
580,"Poor Farm Wildfire, Pittsburg, Oklahoma",2026-02-19T19:56:00Z,9565.0,34.74805560000004,-95.5269444
581,"Tiger Tank Wildfire, Perry, Mississippi",2026-02-19T18:40:00Z,1800.0,31.094010000000026,-89.140899
583,"Morning Wildfire, Beaver, Oklahoma",2026-02-19T11:27:00Z,820.0,36.69750000000005,-100.8355556
593,"Drowning Creek Wildfire, Delaware, Oklahoma",2026-02-18T21:52:00Z,536.0,36.44888890000004,-94.8433333
596,"EAST TOWER Wildfire, Osage, Oklahoma",2026-02-18T13:03:00Z,665.0,36.770772,-96.135252
616,"Stevens Wildfire, Texas, Oklahoma",2026-02-17T23:27:00Z,12894.0,36.91888890000007,-101.31
617,"Smith Wildfire, Harding, New Mexico",2026-02-17T19:31:00Z,3797.0,35.796667,-103.887294
618,"Side Road Wildfire, Texas, Oklahoma",2026-02-17T18:56:00Z,3680.0,36.92194440000003,-101.1269444
619,"LEVY Wildfire, Osceola, Florida",2026-02-17T17:57:00Z,1300.0,28.0833333,-81.3416667
620,"43 Wildfire, Woodward, Oklahoma",2026-02-17T17:21:00Z,2159.0,36.42194440000003,-99.4369444
621,"Lavender Wildfire, Oldham, Texas",2026-02-17T17:18:00Z,12000.0,35.4217811,-102.2734346
623,"Ranger Road Wildfire, Beaver, Oklahoma",2026-02-17T13:40:00Z,283283.0,36.8108333,-100.5038889
634,"RIVER RANCH- Polk (53) Wildfire, Polk, Florida",2026-02-15T23:26:00Z,800.0,27.7991667,-81.3183333
635,"State Road 11 (18) Wildfire, Flagler, Florida",2026-02-15T23:15:00Z,500.0,29.405,-81.3225
637,"FIRST POINT Wildfire, Okeechobee, Florida",2026-02-13T15:07:00Z,8612.0,27.0969444,-80.8683333
645,"Indian Creek Wildfire, Adair, Oklahoma",2026-02-12T18:00:00Z,798.0,35.6644444,-94.5127778
646,"Foster Bridge Wildfire, Liberty, Florida",2026-02-12T15:10:00Z,675.0,30.259444,-84.9725
659,"640 Wildfire, Polk, Florida",2026-02-11T17:20:00Z,1216.0,27.83333330000005,-81.8788889
660,"Flat Tire Wildfire, Beaver, Oklahoma",2026-02-11T16:39:00Z,1983.0,36.8444444,-100.8380556
662,"W BOUNDARY RD Wildfire, Hendry, Florida",2026-02-11T15:23:00Z,2600.0,26.3227778,-81.0991667
670,"Rattlesnake Fire Wildfire, Pittsburg, Oklahoma",2026-02-10T11:11:00Z,879.0,35.1380556,-95.4386111
672,"Leche Wildfire, San Miguel, New Mexico",2026-02-10T10:47:00Z,3366.0,35.27199,-104.02023
674,"MONARCH Wildfire, Hughes, Oklahoma",2026-02-10T09:49:00Z,513.0,35.030833,-96.206389
677,"Union T Wildfire, Talladega, Alabama",2026-02-10T08:49:00Z,632.0,33.379033,-85.98225
679,"352 Wildfire, Quay, New Mexico",2026-02-09T15:52:00Z,2674.0,35.16633,-103.33152
693,"Mountain Station Fire Wildfire, Latimer, Oklahoma",2026-02-08T07:24:00Z,820.0,34.8591667,-95.4122222
694,"Poplar Road Fire Wildfire, Atoka, Oklahoma",2026-02-07T21:39:00Z,873.0,34.3811111,-95.9836111
695,"BUGGY FIRE- Broward (06) Wildfire, Broward, Florida",2026-02-07T21:01:00Z,4267.0,26.3225,-80.7569444
697,"Rest Area Wildfire, Chambers, Texas",2026-02-07T16:40:00Z,680.0,29.819656,-94.613746
735,"ST-1 Alpha Wildfire, Highlands, Florida",2026-02-03T18:21:00Z,3047.0,27.5925,-81.237778
736,"Pearl River Connie Hariel Rd Wildfire, Pearl River, Mississippi",2026-02-03T17:18:00Z,600.0,30.6852778,-89.3847222
737,"HORSESHOE CREEK (23) Wildfire, Gulf, Florida",2026-02-02T23:29:00Z,650.0,30.05,-85.3877778
738,"Burns Lake Wildfire, Clay, Texas",2026-02-02T16:43:00Z,738.4,33.48196667,-98.2305
760,"Breezy Wildfire, Perry, Mississippi",2026-01-31T13:11:00Z,650.0,31.096348,-89.136223
786,"East Lake (11) Wildfire, Collier, Florida",2026-01-21T19:25:00Z,593.0,26.0911111,-81.345
787,"Long Teal Wildfire, Chambers, Texas",2026-01-21T09:01:00Z,842.0,29.5875,-94.535
789,"Silver Lake Wildfire, Wakulla, Florida",2026-01-20T19:51:00Z,4793.0,30.0744444,-84.6047222
794,"Havasu Wildfire, Mohave, Arizona",2026-01-19T18:02:00Z,3868.0,34.795917,-114.538383
803,"AGRICOLA Wildfire, Polk, Florida",2026-01-18T18:18:00Z,600.0,27.7961111,-81.8927778
807,"POND CEMETERY ROAD Wildfire, Hamilton, Florida",2026-01-17T18:53:00Z,500.0,30.4547222,-82.7788889
809,"Silver Lake Wildfire, Wakulla, Florida",2026-01-17T16:37:00Z,4816.0,30.074444,-84.604944
819,"Calf Fire Wildfire, Pittsburg, Oklahoma",2026-01-16T04:07:00Z,14210.0,34.9602778,-96.0813889
822,"SHELL CREEK Wildfire, McIntosh, Oklahoma",2026-01-15T09:22:00Z,1174.0,35.318056,-95.855278
843,"MIDNIGHT Wildfire, Carter, Oklahoma",2026-01-09T09:49:00Z,688.0,34.339722,-97.223333
852,"Math Branch Wildfire, Christian, Missouri",2026-01-03T18:13:00Z,700.0,36.88005,-92.949033
853,"Madley Wildfire, Shelby, Texas",2026-01-02T23:07:00Z,674.0,31.64805,-93.879367
859,"Addington Wildfire, Cherokee, Oklahoma",2025-12-23T09:43:00Z,654.0,35.6455556,-95.0722222
860,"Sassafras Fire Wildfire, Latimer, Oklahoma",2025-12-21T19:05:00Z,900.0,34.7875,-95.1911111
861,"Salt Creek Wildfire, Blaine, Oklahoma",2025-12-19T20:10:00Z,726.5,36.0505556,-98.2419444
862,"Burning In The Blind Wildfire, Brooks, Texas",2025-12-18T20:10:00Z,516.5,27.10075144,-98.11316527
863,"CR L Wildfire, Yuma, Colorado",2025-12-18T13:46:00Z,2000.0,39.598158,-102.610878
864,"33 Wildfire, Yuma, Colorado",2025-12-18T13:45:00Z,12000.0,40.046355,-102.605378
865,"44 Wildfire, Yuma, Colorado",2025-12-18T13:45:00Z,584.0,40.206285,-102.54703
866,"Terry Ranch Wildfire, Laramie, Wyoming",2025-12-18T12:50:00Z,565.0,41.044446,-104.886358
869,"Cave Mountain Wildfire, Bibb, Alabama",2025-12-12T10:02:00Z,780.0,32.885556,-87.303889
895,"Concord Fire Wildfire, Montgomery, Alabama",2025-11-18T00:56:00Z,1427.0,32.4369444,-86.1772222
896,"Grey&#039;s Ditch Wildfire, Cameron, Louisiana",2025-11-17T16:54:00Z,601.0,29.838611,-93.757778
897,"ROANOKE RIVER Wildfire, Bertie, North Carolina",2025-11-17T14:28:00Z,579.0,35.9455,-77.1015
899,"1039 Wildfire, Barry, Missouri",2025-11-17T09:11:00Z,1220.0,36.554083,-93.853133
900,"Barfoot Fire Wildfire, Dinwiddie, Virginia",2025-11-17T07:29:00Z,800.0,37.02,-77.8686111
903,"PACK Wildfire, Mono, California",2025-11-13T15:00:00Z,1000.0,37.555334,-118.794566
909,"MANA ROAD Wildfire, Hawaii, Hawaii",2025-11-07T16:52:00Z,2100.0,19.769167,-155.3575
911,"Large Impact Wildfire, El Paso, Colorado",2025-11-07T09:25:00Z,5500.0,38.562249,-104.76112
912,"Bald Mountain Wildfire, Craig, Virginia",2025-11-05T16:58:00Z,3127.0,37.60025,-80.08045
914,"Highway 83 Wildfire, Cherry, Nebraska",2025-11-04T17:15:00Z,1000.0,42.1358,-100.53657
916,"MATAGORDA SOUTH Wildfire, Calhoun, Texas",2025-11-02T13:30:00Z,500.0,28.1233333,-96.7877778
917,"MATAGORDA SOUTH Wildfire, Calhoun, Texas",2025-11-02T11:55:00Z,500.0,28.12353,-96.78781
937,"Herring Wildfire, Perry, Mississippi",2025-10-25T10:45:00Z,571.0,31.093,-88.981
941,"Dry Prong Wildfire, Perry, Mississippi",2025-10-21T17:13:00Z,2547.0,31.15025,-89.13245
947,"Attala 6592 Attala Road 3232 Wildfire, Attala, Mississippi",2025-10-05T08:51:00Z,600.0,33.1594444,-89.6505556
948,"Tule Wildfire, Briscoe, Texas",2025-10-04T16:08:00Z,2547.7,34.4898772,-101.4124004
949,"Cherry Wildfire, Utah, Utah",2025-10-02T18:50:00Z,540.0,40.193367,-111.431483
950,"Lake Creek Wildfire, Blaine, Idaho",2025-09-28T16:09:00Z,512.0,43.7595,-114.3345
951,"Hayes Wildfire, Blaine, Montana",2025-09-28T15:56:00Z,747.0,48.0676,-108.72265
954,"Heat Wave Wildfire, Callahan, Texas",2025-09-22T15:28:00Z,539.0,32.39138247,-99.32425763
956,"Tango Forty Four Wildfire, Perry, Mississippi",2025-09-22T11:14:00Z,761.0,31.08202,-89.1289
957,"PUMKIN Wildfire, Navajo, Arizona",2025-09-18T21:41:00Z,653.0,35.64186111,-110.4100833
958,"Twin Plume Fire Wildfire, Palm Beach, Florida",2025-09-17T21:21:00Z,800.0,26.5169444,-80.4383333
959,"Alpaugh Wildfire, Kings, California",2025-09-17T20:15:00Z,550.0,35.85456,-119.56524
960,"McCormick Creek Wildfire, Collingsworth, Texas",2025-09-16T18:30:00Z,543.0,35.0418,-100.489464
961,"L7 Canal Wildfire, Palm Beach, Florida",2025-09-16T12:07:00Z,800.0,26.494367,-80.438667
963,"Salmon Forks Wildfire, Flathead, Montana",2025-09-12T20:23:00Z,1415.0,47.612867,-113.329233
968,"WOODEN ROAD Wildfire, Walla Walla, Washington",2025-09-09T12:51:00Z,4905.0,46.49877,-118.54042
970,"1016 DEEP CREEK Wildfire, Wasco, Oregon",2025-09-07T18:22:00Z,500.0,45.116167,-120.951333
971,"Tunnel Creek Wildfire, Jefferson, Washington",2025-09-06T16:18:00Z,558.0,47.784167,-123.085167
972,"PYRITE Wildfire, Riverside, California",2025-09-05T20:25:00Z,551.0,34.017805,-117.462368
973,"BLACK ROCK Wildfire, Wasco, Oregon",2025-09-04T22:46:00Z,20349.0,44.989367,-120.487917
975,"Backbone Wildfire, Curry, Oregon",2025-09-04T19:21:00Z,1088.0,42.705167,-123.947333
976,"Pinnacle Wildfire, Curry, Oregon",2025-09-04T15:20:00Z,904.0,42.692833,-123.922833
978,"Kelsey Peak Wildfire, Curry, Oregon",2025-09-03T22:28:00Z,1036.0,42.72971284,-123.76
979,"Sentinel Wildfire, Humboldt, Nevada",2025-09-03T22:18:00Z,1247.67,41.827033,-117.993817
980,"Timber Butte Wildfire, Beaverhead, Montana",2025-09-03T18:44:00Z,1062.0,44.723633,-112.829033
981,"Isabella Wildfire, Sanders, Montana",2025-09-03T16:03:00Z,770.0,48.122583,-115.678583
982,"3 AM (53) Wildfire, Polk, Florida",2025-09-02T21:49:00Z,735.0,27.7119444,-81.8444444
983,"4-Jan Wildfire, Mariposa, California",2025-09-02T20:56:00Z,4451.0,37.241167,-120.072833
985,"Lynx Mountain Wildfire, Ferry, Washington",2025-09-02T17:42:00Z,600.0,48.340277,-118.341111
986,"MARKS CREEK Wildfire, Crook, Oregon",2025-09-02T16:12:00Z,2500.0,44.419667,-120.48975
987,"8-Feb Wildfire, Calaveras, California",2025-09-02T15:05:00Z,1333.0,37.886167,-120.642167
988,"7-Feb Wildfire, Calaveras, California",2025-09-02T14:59:00Z,599.0,38.106192,-120.48974
989,"5-Jun Wildfire, Tuolumne, California",2025-09-02T13:35:00Z,6984.0,37.819667,-120.437333
990,"2-Jun Wildfire, Tuolumne, California",2025-09-02T11:45:00Z,1028.0,37.776687,-120.384618
991,"2-Feb Wildfire, Stanislaus, California",2025-09-02T09:10:00Z,3462.0,37.944756,-120.843757
992,"SALT Wildfire, Fresno, California",2025-09-02T06:01:00Z,13500.0,36.099461,-120.311182
993,"SNOW PEAK Wildfire, Ferry, Washington",2025-09-01T20:13:00Z,700.0,48.56315,-118.466867
994,"LOWER SUGARLOAF Wildfire, Chelan, Washington",2025-09-01T17:24:00Z,4004.0,47.7533,-120.549617
996,"LABOR MOUNTAIN Wildfire, Kittitas, Washington",2025-09-01T15:42:00Z,1984.0,47.382805,-120.819522
997,"ROOT Wildfire, Shasta, California",2025-09-01T15:38:00Z,758.0,41.160217,-122.397417
998,"Rattlesnake Wildfire, Ferry, Washington",2025-09-01T12:58:00Z,6030.0,47.873166,-118.374666
999,"TACOMA CREEK Wildfire, Stevens, Washington",2025-09-01T11:45:00Z,651.0,48.49425,-117.511367
1001,"White Pine Wildfire, Latah, Idaho",2025-08-31T22:33:00Z,797.0,47.018117,-116.655633
1002,"KATY CREEK Wildfire, Ferry, Washington",2025-08-31T20:52:00Z,600.0,48.6766667,-118.16
1003,"Ulm Creek Wildfire, Shoshone, Idaho",2025-08-30T15:49:00Z,1800.0,47.879833,-115.987167
1004,"KATY CREEK Wildfire, Ferry, Washington",2025-08-30T10:53:00Z,881.0,48.676667,-118.15995
1005,"BLACKHAWK MOUNTAIN Wildfire, Stevens, Washington",2025-08-29T23:26:00Z,630.0,48.864833,-117.824
1006,"CROWN CREEK Wildfire, Stevens, Washington",2025-08-29T22:35:00Z,3193.0,48.833,-117.883167
1007,"R-14 BUFFALO Wildfire, Washoe, Nevada",2025-08-29T20:16:00Z,1276.0,40.7461,-119.7323
1009,"Juniper Canyon Wildfire, Umatilla, Oregon",2025-08-29T03:17:00Z,7585.0,45.962929,-118.995336
1013,"BUTTE Wildfire, Malheur, Oregon",2025-08-28T02:13:00Z,4912.0,42.687883,-117.512
1016,"Perry Wildfire, Whatcom, Washington",2025-08-27T22:06:00Z,737.0,48.922702,-121.104893
