,event,date,magnitude,lat,lon
4172,Wildfire in Brazil 1021736,2024-08-20T19:00:00Z,,-9.765325594784578,-51.431333796352405
4173,Wildfire in Bolivia 1021733,2024-08-20T19:00:00Z,,-11.839445463679397,-65.16829078607272
4174,Wildfire in Angola 1021716,2024-08-20T19:00:00Z,,-16.016297782596002,18.863684668721312
4175,Wildfire in The Democratic Republic of Congo 1021713,2024-08-20T19:00:00Z,,-8.099896592430511,30.503600465476545
4176,Wildfire in Angola 1021714,2024-08-20T19:00:00Z,,-10.087520422989513,21.77297517079927
4177,Wildfire in Angola 1021715,2024-08-20T19:00:00Z,,-9.759734204395748,19.6639915535126
4178,Wildfire in Angola 1021717,2024-08-20T19:00:00Z,,-10.694056469768075,18.702593017102064
4179,Wildfire in Brazil 1021731,2024-08-20T19:00:00Z,,-9.779803531858407,-47.10130632302239
4180,Wildfire in Brazil 1021759,2024-08-20T19:00:00Z,,-13.410230836904564,-51.287599424537014
4181,Wildfire in Brazil 1021754,2024-08-20T19:00:00Z,,-8.319444121254957,-55.212837624106456
4182,Wildfire in Bolivia 1021755,2024-08-20T19:00:00Z,,-12.145173986002597,-65.3952289469378
4183,Wildfire in The Democratic Republic of Congo 1021743,2024-08-20T19:00:00Z,,-4.19934970499745,18.723993911720676
4184,"STAYMAN Wildfire, Chelan, Washington",2024-08-20T18:04:00Z,3118.0,47.767003,-120.082726
4185,Wildfire in The Democratic Republic of Congo 1021554,2024-08-19T19:00:00Z,,-8.329870183307753,25.845081512135724
4186,Wildfire in Angola 1021580,2024-08-19T19:00:00Z,,-15.127764918809582,14.657386544007505
4187,Wildfire in Australia 1021618,2024-08-19T19:00:00Z,,-12.583121338392644,142.53297824423805
4188,Wildfire in South Africa 1021616,2024-08-19T19:00:00Z,,-27.73102468462881,30.477957325033977
4189,Wildfire in Angola 1021592,2024-08-19T19:00:00Z,,-10.061661635504246,22.037275354295293
4190,Wildfire in Botswana 1021593,2024-08-19T19:00:00Z,,-24.54580712808987,23.414847020884352
4191,Wildfire in Bolivia 1021610,2024-08-19T19:00:00Z,,-13.357172842021132,-64.41174632975243
4192,Wildfire in Zambia 1021626,2024-08-19T19:00:00Z,,-9.70451691132265,29.682512801227492
4193,Wildfire in Angola 1021628,2024-08-19T19:00:00Z,,-9.204004871492128,20.1326531935251
4194,Wildfire in Angola 1021629,2024-08-19T19:00:00Z,,-10.610290122483022,20.041163887108056
4195,Wildfire in Bolivia 1021660,2024-08-19T19:00:00Z,,-14.033253440919461,-64.98459601380725
4196,Wildfire in Brazil 1021661,2024-08-19T19:00:00Z,,-19.863464979942442,-55.64837733151166
4197,Wildfire in Brazil 1021627,2024-08-19T19:00:00Z,,-14.936032209948008,-52.66711350810797
4198,Wildfire in Angola 1021630,2024-08-19T19:00:00Z,,-15.564524552369756,14.882897184007327
4199,Wildfire in Brazil 1021648,2024-08-19T19:00:00Z,,-15.108998139732815,-48.11939281620569
4200,Wildfire in Brazil 1021649,2024-08-19T19:00:00Z,,-14.616053198679406,-59.335820496874774
4201,Wildfire in Brazil 1021650,2024-08-19T19:00:00Z,,-20.5538931827197,-49.20366202416719
4202,Wildfire in Angola 1021672,2024-08-19T19:00:00Z,,-10.641506555875718,18.649071134214388
4203,Wildfire in The Democratic Republic of Congo 1021673,2024-08-19T19:00:00Z,,-4.037460655661818,19.2750946668118
4204,Wildfire in Bolivia 1021693,2024-08-19T19:00:00Z,,-14.228232041831115,-64.96555668580292
4205,Wildfire in Canada 1021694,2024-08-19T19:00:00Z,,50.67464544811803,-78.86617447568368
4206,Wildfire in Brazil 1021697,2024-08-19T19:00:00Z,,-14.381029336378543,-52.98930911842247
4207,Wildfire in Brazil 1021695,2024-08-19T19:00:00Z,,-20.20503734589964,-49.71687943214779
4208,Wildfire in Namibia 1021671,2024-08-19T19:00:00Z,,-18.0609421049431,18.578400317294534
4209,Wildfire in The Democratic Republic of Congo 1021674,2024-08-19T19:00:00Z,,-6.005563101948217,17.121123469558114
4210,Wildfire in The Democratic Republic of Congo 1021675,2024-08-19T19:00:00Z,,-4.196085673202985,19.829640459883656
4211,Wildfire in Brazil 1021711,2024-08-19T19:00:00Z,,-21.423910290270108,-48.14231331760534
4212,Wildfire in The Democratic Republic of Congo 1021718,2024-08-19T19:00:00Z,,-4.009585428693314,18.78555632279444
4213,Wildfire in Zambia 1021719,2024-08-19T19:00:00Z,,-12.214016851547129,30.26607218511995
4214,Wildfire in Bolivia 1021737,2024-08-19T19:00:00Z,,-12.488074451613599,-65.51539872396867
4215,Wildfire in Zambia 1021738,2024-08-19T19:00:00Z,,-10.413314868681711,29.728793432770154
4216,Wildfire in The Democratic Republic of Congo 1021744,2024-08-19T19:00:00Z,,-9.864169819329906,24.678067717671162
4217,Wildfire in The Democratic Republic of Congo 1021745,2024-08-19T19:00:00Z,,-4.364547314340713,20.15059117662694
4218,"Hobson Wildfire, White Pine, Nevada",2024-08-18T19:13:00Z,938.0,39.9185,-115.401167
4219,Wildfire in Angola 1021547,2024-08-18T19:00:00Z,,-8.568953569566064,17.355482116748153
4220,Wildfire in Canada 1021524,2024-08-18T19:00:00Z,,53.626137796842706,-126.56174461956873
4221,Wildfire in Angola 1021526,2024-08-18T19:00:00Z,,-15.009868488705429,14.7708437105317
4222,Wildfire in The Democratic Republic of Congo 1021581,2024-08-18T19:00:00Z,,-9.64316045797106,24.67089417011879
4223,Wildfire in Angola 1021559,2024-08-18T19:00:00Z,,-16.655632985462372,20.59502346565309
4224,Wildfire in Zambia 1021595,2024-08-18T19:00:00Z,,-9.117519965059085,30.45913150785769
4225,Wildfire in The Democratic Republic of Congo 1021598,2024-08-18T19:00:00Z,,-6.192132415165204,21.95107220763888
4226,Wildfire in The Democratic Republic of Congo 1021600,2024-08-18T19:00:00Z,,-5.141597666271899,25.91990593602531
4227,Wildfire in Brazil 1021611,2024-08-18T19:00:00Z,,-10.795904048884776,-50.700576035534205
4228,Wildfire in The Democratic Republic of Congo 1021594,2024-08-18T19:00:00Z,,-6.012508980835808,17.192222881034148
4229,Wildfire in Brazil 1021596,2024-08-18T19:00:00Z,,-10.343888428659419,-57.93424395891409
4230,Wildfire in Angola 1021597,2024-08-18T19:00:00Z,,-15.613476702912346,16.573502698495982
4231,Wildfire in The Democratic Republic of Congo 1021599,2024-08-18T19:00:00Z,,-9.481279968209146,24.67159106082838
4232,Wildfire in Brazil 1021619,2024-08-18T19:00:00Z,,-9.619924007931694,-65.16716972261526
4233,Wildfire in Angola 1021631,2024-08-18T19:00:00Z,,-10.745051849943426,21.299484169354685
4234,Wildfire in Zambia 1021632,2024-08-18T19:00:00Z,,-9.855140912109597,29.77784464694272
4235,Wildfire in Brazil 1021651,2024-08-18T19:00:00Z,,-12.028550995637406,-50.33884958207477
4236,Wildfire in Namibia 1021676,2024-08-18T19:00:00Z,,-19.024780618572063,20.120853184126148
4237,Wildfire in The Democratic Republic of Congo 1021677,2024-08-18T19:00:00Z,,-9.034062121040153,24.461610632037544
4238,Wildfire in Namibia 1021678,2024-08-18T19:00:00Z,,-19.03229833393915,20.20266686979774
4239,Wildfire in Brazil 1021696,2024-08-18T19:00:00Z,,-16.243005095427407,-57.459901964106486
4240,Wildfire in The Democratic Republic of Congo 1021720,2024-08-18T19:00:00Z,,-3.4346897658349897,19.42889615068854
4241,Wildfire in Angola 1021721,2024-08-18T19:00:00Z,,-11.274087349571033,20.720185242022787
4242,Wildfire in Angola 1021722,2024-08-18T19:00:00Z,,-11.473318792546852,14.960244276921532
4243,Wildfire in The Democratic Republic of Congo 1021723,2024-08-18T19:00:00Z,,-4.111202525302862,19.910963202255846
4244,"0675 OCHOCO Wildfire, Jefferson, Oregon",2024-08-18T16:56:00Z,590.0,44.502607,-121.127004
4245,"0672 RV N. GILLIAM CNTY ASSIST Wildfire, Gilliam, Oregon",2024-08-18T00:39:00Z,6000.0,45.744671,-120.176422
4246,"Salt Fork Fire Wildfire, Greer, Oklahoma",2024-08-17T19:34:00Z,1383.0,34.8513889,-99.6672222
4247,Wildfire in South Africa 1021431,2024-08-17T19:00:00Z,,-29.349915008216968,26.910863713178912
4248,Wildfire in Angola 1021452,2024-08-17T19:00:00Z,,-8.848977456204153,21.4414821013812
4249,Wildfire in Australia 1021457,2024-08-17T19:00:00Z,,-16.034501116526293,136.69560469798662
4250,Wildfire in South Africa 1021528,2024-08-17T19:00:00Z,,-25.176506265036384,31.333533614272422
4251,Wildfire in The Democratic Republic of Congo 1021527,2024-08-17T19:00:00Z,,-7.799766425692636,25.62418975332685
4252,Wildfire in South Africa 1021561,2024-08-17T19:00:00Z,,-32.31492771815524,26.831322073280894
4253,Wildfire in South Africa 1021560,2024-08-17T19:00:00Z,,-31.82760517769422,26.88935649957571
4254,Wildfire in Bolivia 1021576,2024-08-17T19:00:00Z,,-13.027538407940568,-67.74382354041
4255,Wildfire in Australia 1021577,2024-08-17T19:00:00Z,,-15.628496477849184,130.28405070932382
4256,Wildfire in Brazil 1021584,2024-08-17T19:00:00Z,,-8.339323297309734,-52.021872043619034
4257,Wildfire in Russian Federation 1021585,2024-08-17T19:00:00Z,,54.03368022512155,120.23787619540342
4258,Wildfire in Brazil 1021586,2024-08-17T19:00:00Z,,-14.0539199215023,-53.68411988978577
4259,Wildfire in Tanzania 1021601,2024-08-17T19:00:00Z,,-7.50821421755157,32.15521749682129
4260,Wildfire in Zambia 1021617,2024-08-17T19:00:00Z,,-14.567319898658539,26.549197662329835
4261,Wildfire in Tanzania 1021590,2024-08-17T19:00:00Z,,-7.652192212490783,32.15594100541187
4262,Wildfire in Zambia 1021633,2024-08-17T19:00:00Z,,-9.701743369102253,30.287910072534736
4263,Wildfire in The Democratic Republic of Congo 1021634,2024-08-17T19:00:00Z,,-9.128296227244679,25.37324285588733
4264,Wildfire in Tanzania 1021635,2024-08-17T19:00:00Z,,-7.493675131742954,32.13733372024313
4265,Wildfire in Brazil 1021662,2024-08-17T19:00:00Z,,-15.913119357844963,-56.052433635477506
4266,Wildfire in Brazil 1021652,2024-08-17T19:00:00Z,,-16.069139658964882,-55.869894960635186
4267,Wildfire in Brazil 1021653,2024-08-17T19:00:00Z,,-23.11702034831264,-53.709149171839044
4268,Wildfire in Angola 1021663,2024-08-17T19:00:00Z,,-15.528318465595987,16.191620709398666
4269,Wildfire in Angola 1021679,2024-08-17T19:00:00Z,,-9.196688947809351,19.006718534327472
4270,Wildfire in Brazil 1021680,2024-08-17T19:00:00Z,,-13.872841205638352,-58.4499052700728
4271,Wildfire in Angola 1021681,2024-08-17T19:00:00Z,,-17.54608752792182,20.596128354802946
4273,"Fish Creek Wildfire, Teton, Wyoming",2024-08-16T22:15:00Z,1731.0,43.67445,-110.1454
4274,Wildfire in Canada 1021391,2024-08-16T19:00:00Z,,64.9511126731221,-123.67190678699345
4275,Wildfire in Canada 1021392,2024-08-16T19:00:00Z,,64.28859478580976,-122.59712626346071
4276,Wildfire in Russian Federation 1021420,2024-08-16T19:00:00Z,,69.02200862646443,144.07696946404022
4277,"Wildfire in Bolivia, Brazil 1021448",2024-08-16T19:00:00Z,,-16.35651746127349,-59.00400914737556
4278,Wildfire in Bolivia 1021449,2024-08-16T19:00:00Z,,-15.527189143915235,-60.5260635491372
4279,Wildfire in Russian Federation 1021450,2024-08-16T19:00:00Z,,69.02587485093144,144.0386200207036
4280,Wildfire in Zambia 1021432,2024-08-16T19:00:00Z,,-13.007554483430836,24.861388737887957
4281,Wildfire in Botswana 1021433,2024-08-16T19:00:00Z,,-23.723480592500124,22.46100964161343
4282,Wildfire in Botswana 1021428,2024-08-16T19:00:00Z,,-23.27515866659453,23.54986140218745
4283,Wildfire in Tanzania 1021529,2024-08-16T19:00:00Z,,-4.345219917719843,36.17121110845521
4284,Wildfire in Zambia 1021530,2024-08-16T19:00:00Z,,-13.061730127149414,24.73399294616355
4285,Wildfire in Angola 1021548,2024-08-16T19:00:00Z,,-15.009915766725289,14.76655194848175
4286,Wildfire in Russian Federation 1021549,2024-08-16T19:00:00Z,,64.08137103251273,121.6788199642032
4287,Wildfire in Brazil 1021550,2024-08-16T19:00:00Z,,-20.9372753744317,-57.6750405495506
4288,Wildfire in Brazil 1021551,2024-08-16T19:00:00Z,,-15.006413334848348,-58.59136899301113
4289,Wildfire in Australia 1021542,2024-08-16T19:00:00Z,,-17.4206598043995,143.10322199577638
4290,Wildfire in Russian Federation 1021543,2024-08-16T19:00:00Z,,69.41162942313022,143.5931789803035
4291,Wildfire in Brazil 1021587,2024-08-16T19:00:00Z,,-11.464331221177027,-46.654445335505706
4292,Wildfire in Brazil 1021588,2024-08-16T19:00:00Z,,-6.1556532013261585,-52.77155839918529
4293,Wildfire in Angola 1021582,2024-08-16T19:00:00Z,,-14.363827117269665,14.13217526508073
4294,Wildfire in Angola 1021583,2024-08-16T19:00:00Z,,-10.916192238847856,21.051946984861384
4295,Wildfire in Australia 1021579,2024-08-16T19:00:00Z,,-19.81456348343213,134.1623335138918
4296,Wildfire in The Democratic Republic of Congo 1021555,2024-08-16T19:00:00Z,,-7.888538629670715,25.81659981647499
4297,Wildfire in Canada 1021556,2024-08-16T19:00:00Z,,62.45608552701259,-122.99033780717546
4298,"Wildfire in Brazil, Paraguay 1021578",2024-08-16T19:00:00Z,,-20.71690415390831,-57.82566623082564
4299,Wildfire in The Democratic Republic of Congo 1021562,2024-08-16T19:00:00Z,,-9.550384171907004,24.831500782801076
4300,"Wildfire in The Democratic Republic of Congo, Zambia 1021563",2024-08-16T19:00:00Z,,-12.5042798535114,29.51704672920795
4301,Wildfire in The Democratic Republic of Congo 1021564,2024-08-16T19:00:00Z,,-6.667260367434586,21.57438089627771
4302,Wildfire in The Democratic Republic of Congo 1021565,2024-08-16T19:00:00Z,,-9.971522045282189,24.56585659887622
4303,Wildfire in Zambia 1021602,2024-08-16T19:00:00Z,,-16.213580571561575,25.867415867661276
4304,Wildfire in Brazil 1021612,2024-08-16T19:00:00Z,,-13.90673779988618,-46.020019879175685
4305,Wildfire in Brazil 1021613,2024-08-16T19:00:00Z,,-9.114601392980159,-65.51283335549732
4306,Wildfire in Brazil 1021614,2024-08-16T19:00:00Z,,-10.35332270361893,-50.37555274362972
4307,Wildfire in South Africa 1021603,2024-08-16T19:00:00Z,,-32.46110695703945,26.777772821375294
4308,Wildfire in Zambia 1021636,2024-08-16T19:00:00Z,,-11.327426083891908,30.748795517503485
4309,Wildfire in The Democratic Republic of Congo 1021637,2024-08-16T19:00:00Z,,-9.210081757749375,25.213040209098377
4310,Wildfire in The Democratic Republic of Congo 1021638,2024-08-16T19:00:00Z,,-5.680019408461655,28.353766566876804
4311,Wildfire in Zambia 1021639,2024-08-16T19:00:00Z,,-9.113589538219076,30.462489117927202
4312,Wildfire in The Democratic Republic of Congo 1021640,2024-08-16T19:00:00Z,,-6.652505603621824,21.461900649713396
4313,Wildfire in The Democratic Republic of Congo 1021641,2024-08-16T19:00:00Z,,-6.16862536120534,21.970668342793374
4314,Wildfire in Tanzania 1021621,2024-08-16T19:00:00Z,,-3.7803626601547813,31.104324417047664
4315,"Dirt Road Wildfire, King, Texas",2024-08-16T16:29:00Z,1525.0,33.41166667,-100.5010333
4316,"Midway Pasture Wildfire, Wilbarger, Texas",2024-08-15T21:52:00Z,1000.0,33.95502,-99.1963
4317,Wildfire in The Democratic Republic of Congo 1021368,2024-08-15T19:00:00Z,,-6.912758561988537,17.04715240493347
4318,Wildfire in Australia 1021393,2024-08-15T19:00:00Z,,-15.213237342173356,134.4004731776261
4319,Wildfire in Bolivia 1021394,2024-08-15T19:00:00Z,,-13.614037721101345,-66.37930037925655
4320,Wildfire in Angola 1021390,2024-08-15T19:00:00Z,,-15.745869801399733,14.884463557064992
4321,Wildfire in Brazil 1021416,2024-08-15T19:00:00Z,,-6.531666176217323,-44.913885850134925
4322,Wildfire in Canada 1021399,2024-08-15T19:00:00Z,,64.23884816860199,-122.59083700038923
4323,Wildfire in Brazil 1021419,2024-08-15T19:00:00Z,,-19.691099764240462,-57.44374800299536
4324,Wildfire in Australia 1021422,2024-08-15T19:00:00Z,,-19.445865520877568,146.46254756769042
4325,Wildfire in Russian Federation 1021423,2024-08-15T19:00:00Z,,68.9366624004366,142.23005566361198
4326,Wildfire in Angola 1021436,2024-08-15T19:00:00Z,,-16.417827300045683,18.186797493900553
4327,Wildfire in Tanzania 1021434,2024-08-15T19:00:00Z,,-4.409504130362149,36.261990742175016
4328,Wildfire in Angola 1021435,2024-08-15T19:00:00Z,,-16.013300944660642,16.333473659407257
4329,Wildfire in Angola 1021437,2024-08-15T19:00:00Z,,-11.026889897796172,21.10090110866892
4330,Wildfire in Russian Federation 1021453,2024-08-15T19:00:00Z,,69.11479502324356,141.985313897172
4331,Wildfire in Russian Federation 1021454,2024-08-15T19:00:00Z,,68.76370122732463,142.76688800355555
4332,Wildfire in Brazil 1021455,2024-08-15T19:00:00Z,,-9.138725051337293,-51.57710448376932
4333,Wildfire in Canada 1021458,2024-08-15T19:00:00Z,,64.65713982859342,-120.01546486850914
4334,Wildfire in Canada 1021459,2024-08-15T19:00:00Z,,63.98681824050909,-120.6051273183782
4335,Wildfire in Canada 1021460,2024-08-15T19:00:00Z,,64.7139063194049,-123.39090936175546
4336,Wildfire in Brazil 1021544,2024-08-15T19:00:00Z,,-8.297331295752784,-51.15765695296444
4337,Wildfire in Russian Federation 1021545,2024-08-15T19:00:00Z,,69.22920659263644,144.01822147753794
4338,Wildfire in Russian Federation 1021525,2024-08-15T19:00:00Z,,69.02867831452956,144.07120327644316
4339,Wildfire in Angola 1021533,2024-08-15T19:00:00Z,,-10.68048222308252,21.423297998618075
4340,Wildfire in The Democratic Republic of Congo 1021534,2024-08-15T19:00:00Z,,-7.740737743041881,25.52152560863305
4341,Wildfire in Brazil 1021531,2024-08-15T19:00:00Z,,-11.22332548874868,-46.756749462323064
4342,Wildfire in Angola 1021532,2024-08-15T19:00:00Z,,-10.504983087218301,18.065970502911195
4343,Wildfire in The Democratic Republic of Congo 1021535,2024-08-15T19:00:00Z,,-8.256331414260751,24.93645939962921
4344,Wildfire in The Democratic Republic of Congo 1021566,2024-08-15T19:00:00Z,,-9.64990579642114,25.378189712165963
4345,Wildfire in The Democratic Republic of Congo 1021567,2024-08-15T19:00:00Z,,-9.774174917078032,24.42772265920753
4346,Wildfire in The Democratic Republic of Congo 1021568,2024-08-15T19:00:00Z,,-10.121315224404313,25.290434739395526
4347,Wildfire in The Democratic Republic of Congo 1021572,2024-08-15T19:00:00Z,,-6.589635278350551,21.268229733561103
4348,Wildfire in Zambia 1021557,2024-08-15T19:00:00Z,,-12.22904487258654,29.447953796386937
4349,Wildfire in Angola 1021569,2024-08-15T19:00:00Z,,-15.206478548849612,17.191790731576013
4350,Wildfire in Angola 1021570,2024-08-15T19:00:00Z,,-9.36943530369533,19.45642592034801
4351,Wildfire in Angola 1021571,2024-08-15T19:00:00Z,,-6.6996872068563995,15.878667943882531
4352,Wildfire in Brazil 1021589,2024-08-15T19:00:00Z,,-14.248206709648354,-51.82051888920463
4353,Wildfire in The Democratic Republic of Congo 1021604,2024-08-15T19:00:00Z,,-8.15884871761591,29.657919482043514
4354,Wildfire in The Democratic Republic of Congo 1021605,2024-08-15T19:00:00Z,,-7.40196073802995,23.55624937150024
4355,Wildfire in Angola 1021606,2024-08-15T19:00:00Z,,-16.57109860128322,16.904495155515807
4356,Wildfire in Angola 1021607,2024-08-15T19:00:00Z,,-11.560017374089897,18.430516955142163
4357,Wildfire in The Democratic Republic of Congo 1021608,2024-08-15T19:00:00Z,,-6.768012086849946,21.674647093477933
4358,Wildfire in Angola 1021609,2024-08-15T19:00:00Z,,-8.548102832918348,17.353484112894797
4416,"Bertha Hill Wildfire, Crook, Wyoming",2024-08-14T19:42:00Z,509.0,44.6011111,-105.0452778
4417,Wildfire in The Democratic Republic of Congo 1021370,2024-08-14T19:00:00Z,,-9.459371727384466,24.766514565101595
4418,Wildfire in Angola 1021371,2024-08-14T19:00:00Z,,-17.21408376205333,20.415381551965385
4419,Wildfire in Zambia 1021395,2024-08-14T19:00:00Z,,-10.203019107430803,29.347297830002056
4420,Wildfire in Angola 1021369,2024-08-14T19:00:00Z,,-15.204589639710662,16.45371058735389
4421,Wildfire in Brazil 1021384,2024-08-14T19:00:00Z,,-14.380232805755654,-54.978336437133194
4422,Wildfire in The Democratic Republic of Congo 1021400,2024-08-14T19:00:00Z,,-8.900375811948512,23.061710798087102
4423,Wildfire in The Democratic Republic of Congo 1021401,2024-08-14T19:00:00Z,,-3.451888362430587,21.37816851896172
4424,Wildfire in Zambia 1021439,2024-08-14T19:00:00Z,,-10.660066892547833,30.584870297616494
4425,Wildfire in The Democratic Republic of Congo 1021440,2024-08-14T19:00:00Z,,-4.926561803362454,23.433258983842425
4426,Wildfire in Canada 1021456,2024-08-14T19:00:00Z,,64.9177837462588,-123.90133593746089
4427,Wildfire in Australia 1021451,2024-08-14T19:00:00Z,,-17.70963133471235,138.33300498084375
4428,Wildfire in The Democratic Republic of Congo 1021438,2024-08-14T19:00:00Z,,-12.10903998235328,28.785128113361793
4429,Wildfire in Angola 1021441,2024-08-14T19:00:00Z,,-10.095316585123918,21.04976976342744
4430,Wildfire in Angola 1021429,2024-08-14T19:00:00Z,,-16.81731908141312,13.572550389565729
4431,Wildfire in Angola 1021536,2024-08-14T19:00:00Z,,-10.293226943290037,22.00719009391372
4432,Wildfire in Zambia 1021537,2024-08-14T19:00:00Z,,-10.854451402082105,29.06201007303522
4433,Wildfire in Zambia 1021538,2024-08-14T19:00:00Z,,-12.794155833770668,24.91097748294383
4434,Wildfire in Zambia 1021539,2024-08-14T19:00:00Z,,-15.246023502126656,25.762957548499344
4435,Wildfire in Angola 1021540,2024-08-14T19:00:00Z,,-16.025662067679104,16.363496949193795
4436,Wildfire in Brazil 1021546,2024-08-14T19:00:00Z,,-20.662072731832314,-56.909367507947586
4437,Wildfire in Russian Federation 1021552,2024-08-14T19:00:00Z,,62.85505856803162,121.75800162823742
4438,Wildfire in Russian Federation 1021553,2024-08-14T19:00:00Z,,62.57094217480084,119.72098331146397
4439,Wildfire in Zambia 1021558,2024-08-14T19:00:00Z,,-10.634284623562651,30.563430740618436
4440,Wildfire in Angola 1021573,2024-08-14T19:00:00Z,,-6.459655003739768,16.501196238145546
4441,Wildfire in The Democratic Republic of Congo 1021574,2024-08-14T19:00:00Z,,-5.5375112419527115,16.211059587972834
4442,Wildfire in Angola 1021575,2024-08-14T19:00:00Z,,-9.817893018810834,19.879827097988027
4443,"Circle Bar Wildfire, Big Horn, Montana",2024-08-14T14:56:00Z,796.4,45.161333,-106.47125
4444,"Bertha Hill Wildfire, Crook, Wyoming",2024-08-14T14:47:00Z,509.0,44.601167,-105.0455
4445,Wildfire in South Africa 1021289,2024-08-13T19:00:00Z,,-29.444975157825493,29.64603693181546
4446,Wildfire in Brazil 1021318,2024-08-13T19:00:00Z,,-11.775961317041746,-50.59520744532389
4447,Wildfire in Angola 1021290,2024-08-13T19:00:00Z,,-16.330088881460952,14.0429357884316
4448,Wildfire in Botswana 1021324,2024-08-13T19:00:00Z,,-23.172665985749912,23.844879896267443
4449,Wildfire in Angola 1021326,2024-08-13T19:00:00Z,,-15.32425614054062,20.151860142822915
4450,"Wildfire in Bolivia, Brazil 1021358",2024-08-13T19:00:00Z,,-16.318102930701656,-58.87181538743225
4451,Wildfire in Australia 1021359,2024-08-13T19:00:00Z,,-15.940576804531611,133.20903033206014
4452,Wildfire in Zambia 1021325,2024-08-13T19:00:00Z,,-14.567500878355713,22.444894948672886
4453,"Wildfire in Mozambique, Tanzania 1021372",2024-08-13T19:00:00Z,,-11.715109718023852,37.09169742844707
4454,Wildfire in Botswana 1021373,2024-08-13T19:00:00Z,,-23.19414206837595,23.71501458705915
4455,Wildfire in Brazil 1021385,2024-08-13T19:00:00Z,,-11.858373554301084,-56.8519993150847
4456,Wildfire in Angola 1021374,2024-08-13T19:00:00Z,,-10.007720387322436,21.873162171690765
4457,Wildfire in Zambia 1021375,2024-08-13T19:00:00Z,,-10.725684070951852,30.46562079715321
4458,Wildfire in Australia 1021396,2024-08-13T19:00:00Z,,-18.362925195430233,130.47331224951319
4459,Wildfire in Brazil 1021397,2024-08-13T19:00:00Z,,-8.736137086896875,-46.32850106325199
4460,Wildfire in Mozambique 1021365,2024-08-13T19:00:00Z,,-11.815238111347293,37.46140702315908
4461,Wildfire in Angola 1021402,2024-08-13T19:00:00Z,,-15.75290043750658,21.38914171643784
4462,Wildfire in Tanzania 1021404,2024-08-13T19:00:00Z,,-5.442934151064628,31.758616558228088
4463,Wildfire in Zambia 1021405,2024-08-13T19:00:00Z,,-12.622567684706867,31.70410446520538
4464,Wildfire in Angola 1021406,2024-08-13T19:00:00Z,,-16.76396528823835,21.191878271609244
4465,Wildfire in Zambia 1021408,2024-08-13T19:00:00Z,,-10.798355495716482,30.63350337183372
4466,Wildfire in Brazil 1021424,2024-08-13T19:00:00Z,,-15.51605582700739,-53.06973474293305
4467,Wildfire in Australia 1021425,2024-08-13T19:00:00Z,,-14.67904582877073,126.78245832434962
4468,Wildfire in Angola 1021403,2024-08-13T19:00:00Z,,-15.49433198924666,14.388234539702731
4469,Wildfire in Angola 1021407,2024-08-13T19:00:00Z,,-12.97482717617488,20.943320425900023
4470,Wildfire in Brazil 1021417,2024-08-13T19:00:00Z,,-9.180441704686029,-47.45155333908978
4471,Wildfire in Brazil 1021442,2024-08-13T19:00:00Z,,-8.318539152829223,-46.44942828095308
4472,Wildfire in Angola 1021443,2024-08-13T19:00:00Z,,-9.326669994647123,18.639042191977953
4473,Wildfire in Angola 1021444,2024-08-13T19:00:00Z,,-15.692925304243538,16.008953898226487
4474,Wildfire in Portugal 1021445,2024-08-13T19:00:00Z,,32.72837485746972,-17.01828024554491
4475,Wildfire in Angola 1021541,2024-08-13T19:00:00Z,,-14.700719714270162,19.52635083037396
4476,Wildfire in Australia 1021229,2024-08-12T19:00:00Z,,-13.254837427465988,135.3743613894412
4477,Wildfire in Australia 1021230,2024-08-12T19:00:00Z,,-13.112206454224406,135.39184029001575
4478,Wildfire in Australia 1021262,2024-08-12T19:00:00Z,,-18.393905392878846,128.23764704402242
4479,Wildfire in Canada 1021275,2024-08-12T19:00:00Z,,54.80540793112522,-95.16077756946282
4480,Wildfire in Australia 1021276,2024-08-12T19:00:00Z,,-13.250758678149431,135.3154094111344
4481,Wildfire in Angola 1021295,2024-08-12T19:00:00Z,,-15.236983014414577,15.072098039375973
4482,Wildfire in Australia 1021319,2024-08-12T19:00:00Z,,-13.26101048684508,135.60563790478747
4483,Wildfire in Australia 1021320,2024-08-12T19:00:00Z,,-13.335711650604853,135.18996042353652
4484,Wildfire in Angola 1021291,2024-08-12T19:00:00Z,,-10.494819399649218,19.654619856494186
4485,Wildfire in Namibia 1021292,2024-08-12T19:00:00Z,,-18.62523718169689,20.174904571951156
4486,Wildfire in Angola 1021293,2024-08-12T19:00:00Z,,-15.23281620704849,15.110221003754953
4487,Wildfire in Angola 1021294,2024-08-12T19:00:00Z,,-16.191846421272174,20.468352618464348
4488,Wildfire in Zambia 1021327,2024-08-12T19:00:00Z,,-12.435581495929101,24.63259923570429
4489,Wildfire in Australia 1021360,2024-08-12T19:00:00Z,,-13.353533683139982,135.307344271974
4490,Wildfire in Bolivia 1021361,2024-08-12T19:00:00Z,,-14.222538350702445,-65.37903041872102
4491,Wildfire in Australia 1021362,2024-08-12T19:00:00Z,,-12.845111983636928,135.43071677721406
4492,Wildfire in Bolivia 1021363,2024-08-12T19:00:00Z,,-16.776272315648125,-60.431722295550465
4493,Wildfire in Australia 1021345,2024-08-12T19:00:00Z,,-16.296632889568258,134.84156137763745
