event,date,magnitude,lat,lon,event_type
"RX 97 old growth hurricane Wildfire, Montgomery, Arkansas",2025-02-27 11:09:00+00:00,3727.0,34.416667,-93.913333,RX
"HURRICANE Wildfire, San Luis Obispo, California",2024-07-13 11:26:00+00:00,12703.0,35.199333,-119.695667,HURRICANE
