Event_type,lat,lon,intensity,year,month,day,hour,dayofweek,is_weekend,cluster
Wildfire,-29.793679739330724,147.53775362853253,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-22.799132904857977,130.57027694561188,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,13.012954372032755,-12.93344824208146,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.896386720677828,31.8502560904744,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.199377615990176,23.876386527319223,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.604124756620417,25.0126396242242,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,10.73437955446191,19.600395279239702,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-21.83254646420518,130.65086491802245,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,35.038367,-106.499783,6.398594934535208,2026,1,1,0,3,0,-1
Wildfire,26.18145,-81.354117,6.2766434893416445,2026,1,1,0,3,0,-1
Wildfire,-37.39018998001453,142.26831861566103,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.336781406196946,33.64880139151565,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-22.03345377254713,130.70949808302024,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,11.453506668235889,0.4908195816089277,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-37.1089130053516,142.32325318877983,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,9.39538873791439,-9.727618384364476,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,25.99505,-81.119033,8.421342865759403,2026,1,1,0,3,0,-1
Wildfire,-22.037281256641645,126.5488084885653,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,31.963781,-95.646472,6.621405651764134,2026,1,1,0,3,0,-1
Wildfire,32.912309,-94.795964,7.147559271189454,2026,1,1,0,3,0,-1
Wildfire,31.100967,-94.221833,8.353968130313271,2026,1,1,0,3,0,-1
Wildfire,31.1223,-92.5479,7.257002707092073,2026,1,1,0,3,0,-1
Wildfire,25.99505,-81.119033,8.160803920954665,2026,1,1,0,3,0,-1
Wildfire,-19.08007888117985,134.38004849294296,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.107986183442296,26.47168101225164,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.681942136359429,23.601687852250752,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,11.781485004998006,2.685864166391419,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.556596691689325,25.74499923763562,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.587240195930185,25.05991962702732,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.044105874080034,-2.8735749802971253,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,31.850833,-92.545833,6.814542897259958,2026,1,1,0,3,0,-1
Wildfire,31.552117,-92.54385,7.492203042618741,2026,1,1,0,3,0,-1
Wildfire,25.99505,-81.119033,6.447305862541213,2026,1,1,0,3,0,-1
Wildfire,33.439444,-85.891111,6.963189985870238,2026,1,1,0,3,0,-1
Wildfire,31.7247872418788,-116.37322751142813,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,15.978467335760367,3.3073357069855387,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-20.3985955544112,134.7105768112027,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-21.823154313911843,141.25320940587116,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-21.161524269874647,131.41137712176814,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.204621254029128,23.781454601735984,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-20.68107420454767,140.22887240711827,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.700097422951898,24.9667888539489,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-20.57918945289176,133.56402366360498,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.932238558926085,21.295372552036213,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.705074429748912,26.65846224045128,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,32.600524,-116.841271,8.798756582859841,2026,1,1,0,3,0,-1
Wildfire,31.42057,-95.080147,6.733401891837359,2026,1,1,0,3,0,-1
Wildfire,43.992117,-103.935533,6.746412128573375,2026,1,1,0,3,0,-1
Wildfire,-21.69205573182248,137.69269414198752,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-32.050764362710375,119.64922948625868,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,13.586130211170978,-1.4673808092817984,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.098686187696297,26.549608165786484,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-21.856100928187576,141.39129930892824,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.8331246646720025,25.91995736862296,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.5841122244415,24.256649013390984,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.267330153046085,23.764768315491057,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,5.763256592769755,26.68604940892622,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,4.01911380504089,29.54241317313306,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.7545981231062,25.091297584432013,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,8.94059994269145,31.603239169720386,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,4.336038515922353,29.734615007658604,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,34.543023,-118.559217,9.252057965328053,2026,1,1,0,3,0,-1
Wildfire,34.25595,-110.212133,6.35088571671474,2026,1,1,0,3,0,-1
Wildfire,8.722052538647928,32.34030216683976,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.157632765255649,21.91508754106496,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.744350843999465,25.98875937334182,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.836722476372874,11.362924116958574,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.3491119452343,21.14377901442735,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.892386383174827,11.452327533308084,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.615419856825279,26.85266626351784,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.982303785656416,-68.52812867969303,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.256387123481471,24.5738986043452,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.345413921117982,24.83139570507956,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.666161404898235,26.98873017050219,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.884066761994765,19.64024871587587,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,10.2052799626663,18.28788429900183,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.341853267579223,34.346772348557046,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.181797933976179,26.43200412145335,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.855641426990895,25.018956451952462,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-37.923025622132336,-72.80214481008075,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,12.97635305735558,-12.992122839026663,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.181224669158938,24.42158559408052,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.270970996872754,24.49725271344792,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,29.131072,-95.266185,6.795705775173514,2026,1,1,0,3,0,-1
Wildfire,29.130928,-95.269524,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,13.06104584557223,-0.1090415613832802,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,12.938343020102494,-13.12286976324657,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,33.59301667,-102.49785,6.320768294250582,2026,1,1,0,3,0,-1
Wildfire,31.0459,-93.0487,7.8636512654486515,2026,1,1,0,3,0,-1
Wildfire,-23.21512441819584,145.81224168300193,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-21.97063635244438,141.35813577175176,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,1.1868267133553414,39.01424498500139,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-19.845794552829524,133.6474109002013,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,31.822407,-92.537713,7.614312146452,2026,1,1,0,3,0,-1
Wildfire,31.488211,-92.514816,6.47543271670409,2026,1,1,0,3,0,-1
Wildfire,-23.365211933574177,145.83193104098336,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-23.216810394284703,145.8073170545561,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-17.40762574804121,137.14379953718876,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-21.432914061210248,140.39014905459132,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-24.82680983616588,147.2790250758761,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.430679414319268,32.63591237407198,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,27.696106,-81.314278,6.38856140554563,2026,1,1,0,3,0,-1
Wildfire,-22.18161304787214,146.73447185026714,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-19.80699487068191,133.48205481072037,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,1.1341487917791186,38.83808433827175,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.515491876709809,-68.30449310013243,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.421579749843402,33.08764341530124,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.45361411829087,33.65236570153123,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.669826489264874,25.460475329045163,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-21.42530741847581,139.96745647880354,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-21.949739850997183,141.25314823354648,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,9.78260358107889,5.053132570691755,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,4.447515288257361,26.12878252047804,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.725158403435517,26.74530261232928,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.086494289605255,26.895142800086475,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-20.24571330288662,139.4251629402829,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.548671615640485,-0.8653330885248,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.75767404080306,24.61286477973144,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,10.993517693760356,5.589456117209345,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-19.30532130574573,138.23897402742574,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,3.793858565611792,29.26135608622843,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,10.992991359871048,5.599164518849277,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.775183636136251,24.25481699013978,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.516761095625926,26.933773896508768,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.743850682212539,24.35093512498545,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.664019043088235,23.79694915139921,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-20.46299435276289,140.13584969703714,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,10.76482854700278,5.572152824857128,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.608946883876972,29.236285748068173,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.765445317063179,25.624691005966262,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.78049963138462,25.723481470697426,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.95073734290221,24.90814684353292,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.4047704422892755,24.189575001044624,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-20.69990393467754,147.3683595858013,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.734524458992688,25.2913840782008,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,25.94815,-81.085317,6.68586094706836,2026,1,1,0,3,0,-1
Wildfire,-30.072085940749545,125.78742919713191,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-23.30549663822745,145.76167885915638,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.809754411235778,23.11224176150521,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-19.84364421931252,139.96617152175995,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-19.85475106635724,140.0673165900393,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.075907061947565,28.49067881867336,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,34.1855556,-118.6688889,6.959398512133975,2026,1,1,0,3,0,-1
Wildfire,27.704922,-81.24836,6.829793737512425,2026,1,1,0,3,0,-1
Wildfire,25.94815,-81.085317,8.006700845440367,2026,1,1,0,3,0,-1
Wildfire,15.702602425320045,-11.94974634230096,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,3.8292096493421375,29.45730938266801,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.913806124390041,24.15419945617112,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.332794170794209,33.83242924666901,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.652088595947101,25.336951189878747,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.75566072257997,25.442888423391533,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,9.9588595360055,4.342710486779855,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.767161010147166,19.775751159734504,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.72251172360353,24.425489866895543,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,31.450278,-92.973889,7.396948602621014,2026,1,1,0,3,0,-1
Wildfire,31.216583,-92.5583,6.6039438246004725,2026,1,1,0,3,0,-1
Wildfire,27.739102,-81.314449,6.356107660695892,2026,1,1,0,3,0,-1
Wildfire,25.94815,-81.085317,7.937731775260109,2026,1,1,0,3,0,-1
Wildfire,34.3261111,-118.4622222,6.51025834052315,2026,1,1,0,3,0,-1
Wildfire,34.19163,-118.10544,9.268703615273097,2026,1,1,0,3,0,-1
Wildfire,-35.95567608521341,-66.71514727835157,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.046657074348727,28.957613591734024,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.52858009754865,24.15904609267727,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.903869153322301,25.60411936346031,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.5421536504062585,27.437838205581603,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.295209944028489,28.855603032498763,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.9993010878662725,28.96930400763504,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.298346450801321,27.34151334088216,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.684651482376449,23.958303953071848,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.851640253908411,23.60841318310432,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.5493546097607265,23.891138700244177,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,8.030579323339342,23.183202059395853,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-28.71080477762367,-60.54322013405463,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-18.480783674567423,131.98437690174902,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,34.07474954660046,-118.52992278167513,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.514049306173647,24.16444139550804,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.725678776004848,25.21332028341864,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.378599198369397,28.4728767783849,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.147168518914891,28.24967569124323,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.085800428065205,25.007763225542003,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.246463308773805,25.889295293482096,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.474815796445171,24.46233082295362,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.186727312073932,26.754148669766906,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.487238628677368,23.55662384457641,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.946916634133042,24.17137656038433,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-17.873800587891576,133.13946134985105,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.297082799880828,28.207039347601764,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.630867566876455,28.545461311198515,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.920818355859517,24.591782035299385,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.475854407302515,24.34650207283469,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,5.811804597708213,28.445732347747235,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.069433371206948,24.18684005038328,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.27309173801219,-0.4551888825221387,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.42044010992553,28.5071166776754,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.353502387198686,26.37064526922372,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.188508864013533,28.5307387750879,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.177868233600621,28.597558334224125,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.580669705812777,27.078157404442244,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-19.32011658492744,128.0892515441246,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.307432235925848,28.83886535544099,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,9.94628663313389,6.274460362330006,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-18.43698266365114,132.55111940108387,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.757619497248186,26.560440507239445,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.918437301030897,24.57200421840502,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,9.45370374704859,32.604941578819094,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.471348448177638,25.390808624740867,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,5.968224719019125,26.780344047784485,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.34621625159277,32.6489740605288,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.823383987547148,28.715603136286663,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.376306623347025,-0.677084138142933,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.4773990472185385,28.955048839890075,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-19.94182459663413,143.8686649039378,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,4.694532163988489,30.82633640276625,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.920999912004943,24.06505273140386,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,11.31447983579301,1.5259532162596805,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,4.991143274451286,32.20238942634547,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.135346282679075,25.306617211078507,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-19.66849278545917,139.45651729891827,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-20.32237866627572,139.77204418429983,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.945323806197853,24.38113238269224,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,5.772648499422528,29.51944192237144,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.304150886320627,27.22592214909259,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.901886751822888,24.661319102789623,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.147499841829622,26.2934894891418,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.865031092041828,23.7342816898358,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,13.552649251455412,102.79340642999856,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-23.14187337691612,145.6479987140522,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.6053010320311065,33.21019872367589,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.159515007951265,25.638146080993973,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.263545725315286,25.28295500664008,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.426610876233671,24.68240435335129,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.1314161961233085,25.31521200797027,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.154042552980861,25.5963291897788,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.321409363258191,25.38756107947169,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.932637287457487,27.020264488215748,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.236082854540957,24.070280344680395,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.108187699792875,28.79083771750544,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.653799586554413,33.336011825860055,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.814826268339849,27.06965475270917,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.065929197503586,23.316758534764386,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,5.782587809832636,28.32353654074709,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.366769725535472,28.635655693744823,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.467258639172781,8.3091365221266,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.279329852468023,26.408365326896188,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.8233705991794,23.9971550742324,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,10.738353922767246,5.707004688934809,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.108130554584191,26.20167704572428,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.328229278608866,23.54838429397989,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,5.9826071809141546,28.23291241255462,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.266378284672815,25.25894235538426,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.715445291087088,27.2755644169956,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.161423251213588,28.63980075781764,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.539876500960804,24.720602259724377,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,8.804583536249867,23.345129131347512,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.035208922425168,24.43246187930849,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,9.636456734238909,32.82646701499584,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,9.019905871814055,10.556407306837032,6.739336627357174,2026,1,1,0,3,0,-1
Volcano,-19.532,169.447,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.374277877520441,24.330016349942017,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.7273560490286295,34.23122225076278,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.465793080806328,27.026129872183947,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.121046275394463,24.89152014275517,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.899065703811093,25.787079105825043,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.17001793731142,24.17598543282239,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.010655029311915,28.39455601125998,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.387414121325905,26.34065666366354,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-17.726733463210202,133.14704800621266,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.76598484550449,28.243029948199272,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-17.06398922433114,132.21859673766923,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.510223056647439,27.14630100043045,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.292370024590595,27.090493266571126,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.493649613768618,28.657574587618303,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,10.445773245470278,5.829897146163884,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.145142021584281,24.359244918800016,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.734463068611611,27.56431958608968,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.242940241935587,23.986243037059587,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.474565902609471,25.16716092009261,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,8.103531536277943,23.87905111206809,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-17.25107698706078,135.30977008759658,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,13.21831060433692,-12.750769932772975,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.803820061048462,22.20722639459965,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.510301301586463,24.28912935494622,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,10.904065572091588,19.436361210695747,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.14617076379209,24.670174324444023,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.748692625272149,23.86432821739193,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,-20.30091561235889,132.31626558957635,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.858677543263291,26.485782308663456,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-20.13989157541881,144.12163105672698,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,-19.65243761067193,135.35111581184833,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,5.548516889793419,27.8191907345819,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,13.119811868550205,-12.992992174680737,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.560869577734518,25.72051318155556,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.93168974718822,23.57150501859612,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.629271989415493,23.50447086427961,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.547949349626037,26.400942609511336,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,6.689468337688547,27.558520882581565,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.646743643824021,24.93377710957316,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,7.599629854515654,24.622956593525625,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,8.06330808171338,23.78254629289589,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,8.237630868150829,23.97839535921044,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,8.129756506247471,23.86357837457175,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,6.109092952157781,28.156225273652712,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,8.151080191066356,23.412842125647995,6.739336627357174,2026,1,1,0,3,0,4873
Wildfire,10.04018296591252,-1.1347593284638946,6.739336627357174,2026,1,1,0,3,0,-1
Wildfire,7.1086760671747165,24.662069294403462,6.739336627357174,2026,1,1,0,3,0,4873
